job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_ratio
Research Scientist,Full-Time,Senior,278700,United States Dollar,United States,278700,United States,Medium,2023,
Research Scientist,Full-Time,Senior,159300,United States Dollar,United States,159300,United States,Medium,2023,
Data Scientist,Full-Time,Senior,222750,United States Dollar,United States,222750,United States,Medium,2023,
Data Scientist,Full-Time,Senior,182250,United States Dollar,United States,182250,United States,Medium,2023,
Data Science Engineer,Full-Time,Entry,95000,Swiss Franc,Switzerland,104024,Switzerland,Small,2023,
Data Scientist,Full-Time,Mid,47000,Euro,Andorra,50745,Andorra,Small,2023,
Data Engineer,Full-Time,Senior,185000,United States Dollar,United States,185000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,296400,United States Dollar,United States,296400,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,148594,United States Dollar,United States,148594,United States,Medium,2023,
Data Scientist,Full-Time,Senior,206000,United States Dollar,United States,206000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,140250,United States Dollar,United States,140250,United States,Medium,2023,
Data Analytics Manager,Full-Time,Senior,254500,United States Dollar,United States,254500,United States,Large,2023,
Data Analytics Manager,Full-Time,Senior,130900,United States Dollar,United States,130900,United States,Large,2023,
Data Scientist,Full-Time,Senior,198000,United States Dollar,United States,198000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,124000,United States Dollar,United States,124000,United States,Medium,2023,
BI Analyst,Full-Time,Senior,234485,United States Dollar,United States,234485,United States,Medium,2023,
BI Analyst,Full-Time,Senior,112655,United States Dollar,United States,112655,United States,Medium,2023,
Data Analyst,Full-Time,Entry,125000,United States Dollar,United States,125000,United States,Medium,2023,
Data Analyst,Full-Time,Entry,105000,United States Dollar,United States,105000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,70000,British Pound Sterling,United Kingdom,86128,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Mid,42000,British Pound Sterling,United Kingdom,51676,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Mid,65000,Euro,France,70179,France,Medium,2023,
Data Engineer,Full-Time,Mid,60000,Euro,France,64781,France,Medium,2023,
Data Scientist,Full-Time,Senior,258000,United States Dollar,Canada,258000,Canada,Medium,2023,
Data Scientist,Full-Time,Senior,190000,United States Dollar,Canada,190000,Canada,Medium,2023,
Data Scientist,Full-Time,Senior,184184,United States Dollar,United States,184184,United States,Medium,2023,
Data Scientist,Full-Time,Senior,167441,United States Dollar,United States,167441,United States,Medium,2023,
AI Programmer,Full-Time,Entry,100000,Canadian Dollar,Canada,74087,Canada,Large,2023,
Data Scientist,Full-Time,Entry,30000,Euro,Netherlands,32390,Netherlands,Large,2023,
Data Engineer,Full-Time,Executive,204500,United States Dollar,United States,204500,United States,Medium,2023,
Analytics Engineer,Full-Time,Entry,90000,United States Dollar,United States,90000,United States,Medium,2023,
Analytics Engineer,Full-Time,Entry,84000,United States Dollar,United States,84000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,202400,United States Dollar,United States,202400,United States,Medium,2023,
Data Engineer,Full-Time,Senior,147200,United States Dollar,United States,147200,United States,Medium,2023,
Data Scientist,Full-Time,Senior,90000,United States Dollar,United States,90000,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,192000,United States Dollar,United States,192000,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,142000,United States Dollar,United States,142000,United States,Medium,2023,
Data Operations Manager,Full-Time,Senior,143000,United States Dollar,United States,143000,United States,Medium,2023,
Data Operations Manager,Full-Time,Senior,129000,United States Dollar,United States,129000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,191000,United States Dollar,United States,191000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,146000,United States Dollar,United States,146000,United States,Medium,2023,
Data Specialist,Full-Time,Senior,85000,United States Dollar,United States,85000,United States,Medium,2023,
Data Specialist,Full-Time,Senior,70000,United States Dollar,United States,70000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,120000,British Pound Sterling,United Kingdom,147648,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,80000,British Pound Sterling,United Kingdom,98432,United Kingdom,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,212800,United States Dollar,United States,212800,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,144800,United States Dollar,United States,144800,United States,Medium,2023,
Data Analyst,Full-Time,Mid,250000,United States Dollar,United States,250000,United States,Medium,2023,
Data Scientist,Full-Time,Entry,16000,United States Dollar,Ecuador,16000,Ecuador,Large,2023,
Data Engineer,Full-Time,Mid,27000,United States Dollar,Portugal,27000,Peru,Small,2023,
Data Manager,Full-Time,Executive,72000,United States Dollar,Mexico,72000,Mexico,Small,2023,
Data Engineer,Full-Time,Senior,172900,United States Dollar,United States,172900,United States,Medium,2023,
Data Engineer,Full-Time,Senior,144100,United States Dollar,United States,144100,United States,Medium,2023,
Data Scientist,Full-Time,Senior,230000,United States Dollar,United States,230000,United States,Medium,2023,
BI Analyst,Full-Time,Senior,160000,United States Dollar,United States,160000,United States,Medium,2023,
BI Analyst,Full-Time,Senior,135000,United States Dollar,United States,135000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,101500,United States Dollar,United States,101500,United States,Medium,2023,
Data Analyst,Full-Time,Senior,83700,United States Dollar,United States,83700,United States,Medium,2023,
Data Scientist,Full-Time,Senior,253430,United States Dollar,United States,253430,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,202800,United States Dollar,United States,202800,United States,Large,2023,
Business Intelligence Engineer,Full-Time,Senior,104300,United States Dollar,United States,104300,United States,Large,2023,
Data Scientist,Full-Time,Senior,283000,United States Dollar,United States,283000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,184000,United States Dollar,United States,184000,United States,Medium,2023,
Data Scientist,Full-Time,Executive,220000,United States Dollar,United States,220000,United States,Medium,2023,
Data Scientist,Full-Time,Executive,185000,United States Dollar,United States,185000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,260000,United States Dollar,United States,260000,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,246500,United States Dollar,United States,246500,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,133500,United States Dollar,United States,133500,United States,Medium,2023,
Data Scientist,Full-Time,Senior,174000,United States Dollar,United States,174000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,134000,United States Dollar,United States,134000,United States,Medium,2023,
Head of Data Science,Full-Time,Executive,330000,United States Dollar,United States,330000,United States,Medium,2023,
Head of Data Science,Full-Time,Executive,230000,United States Dollar,United States,230000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,254000,United States Dollar,United States,254000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,218540,United States Dollar,United States,218540,United States,Medium,2023,
Data Scientist,Full-Time,Mid,100000,British Pound Sterling,United Kingdom,123040,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Mid,60000,British Pound Sterling,United Kingdom,73824,United Kingdom,Medium,2023,
Data Manager,Full-Time,Mid,167000,United States Dollar,United States,167000,United States,Medium,2023,
Data Manager,Full-Time,Mid,109000,United States Dollar,United States,109000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,208000,United States Dollar,United States,208000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,193000,United States Dollar,United States,193000,United States,Medium,2023,
Data Analyst,Full-Time,Entry,42000,Euro,Germany,47899,Germany,Large,2020,
Lead Machine Learning Engineer,Full-Time,Senior,115000,United States Dollar,Israel,115000,"Moldova, Republic of",Small,2023,
Applied Scientist,Full-Time,Senior,216000,United States Dollar,United States,216000,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,184000,United States Dollar,United States,184000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,145000,United States Dollar,United States,145000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,284000,United States Dollar,United States,284000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,227000,United States Dollar,United States,227000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,205000,United States Dollar,United States,205000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,160000,United States Dollar,United States,160000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,191400,United States Dollar,United States,191400,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,127600,United States Dollar,United States,127600,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,230000,United States Dollar,United States,230000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,139600,United States Dollar,United States,139600,United States,Medium,2023,
Data Analyst,Full-Time,Senior,85700,United States Dollar,United States,85700,United States,Medium,2023,
Data Analytics Manager,Full-Time,Mid,3200000,Indian Rupee,India,38915,India,Medium,2023,
Data Quality Analyst,Full-Time,Mid,95000,United States Dollar,United States,95000,United States,Medium,2023,
Data Quality Analyst,Full-Time,Mid,70000,United States Dollar,United States,70000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,258000,United States Dollar,United States,258000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,171000,United States Dollar,United States,171000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,87000,United States Dollar,Canada,87000,Canada,Medium,2023,
Data Engineer,Full-Time,Senior,73000,United States Dollar,Canada,73000,Canada,Medium,2023,
AI Scientist,Full-Time,Entry,20000,United States Dollar,Turkey,20000,Turkey,Small,2023,
Managing Director Data Science,Full-Time,Executive,300000,United States Dollar,United States,300000,United States,Large,2020,
Data Modeller,Full-Time,Mid,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023,
Data Modeller,Full-Time,Mid,45000,British Pound Sterling,United Kingdom,55368,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,232960,United States Dollar,United States,232960,United States,Medium,2023,
Data Engineer,Full-Time,Senior,151840,United States Dollar,United States,151840,United States,Medium,2023,
Data Engineer,Full-Time,Senior,163152,United States Dollar,United States,163152,United States,Medium,2023,
Data Engineer,Full-Time,Senior,108768,United States Dollar,United States,108768,United States,Medium,2023,
Research Engineer,Full-Time,Senior,370000,United States Dollar,United States,370000,United States,Medium,2023,
Research Engineer,Full-Time,Senior,245000,United States Dollar,United States,245000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,285000,United States Dollar,United States,285000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,193900,United States Dollar,United States,193900,United States,Medium,2023,
Research Scientist,Full-Time,Senior,240000,United States Dollar,United States,240000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,163200,United States Dollar,United States,163200,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,240000,United States Dollar,United States,240000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,163200,United States Dollar,United States,163200,United States,Medium,2023,
Research Scientist,Full-Time,Senior,345000,United States Dollar,United States,345000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,234700,United States Dollar,United States,234700,United States,Medium,2023,
AI Scientist,Full-Time,Senior,100000,United States Dollar,United States,100000,Turkey,Small,2023,
Finance Data Analyst,Full-Time,Entry,40000,United States Dollar,Nigeria,40000,Nigeria,Small,2023,
Data Engineer,Full-Time,Senior,241000,United States Dollar,United States,241000,United States,Medium,2023,
Software Data Engineer,Full-Time,Senior,210000,United States Dollar,United States,210000,United States,Large,2023,
Machine Learning Research Engineer,Full-Time,Mid,90000,United States Dollar,Saudi Arabia,90000,Saudi Arabia,Medium,2023,
Data Analyst,Full-Time,Mid,55000,Euro,Germany,59382,Germany,Large,2023,
Analytics Engineer,Full-Time,Senior,90000,United States Dollar,United States,90000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,84000,United States Dollar,United States,84000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,221300,United States Dollar,United States,221300,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,147500,United States Dollar,United States,147500,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,210000,United States Dollar,United States,210000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,160000,United States Dollar,United States,160000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,192000,United States Dollar,United States,192000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,151000,United States Dollar,United States,151000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,169000,United States Dollar,United States,169000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,204500,United States Dollar,United States,204500,United States,Medium,2023,
Data Engineer,Full-Time,Senior,142200,United States Dollar,United States,142200,United States,Medium,2023,
Data Engineer,Full-Time,Senior,250000,United States Dollar,United States,250000,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,210000,United States Dollar,United States,210000,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,170000,United States Dollar,United States,170000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,189750,United States Dollar,United States,189750,United States,Medium,2023,
Data Scientist,Full-Time,Senior,131100,United States Dollar,United States,131100,United States,Medium,2023,
Research Scientist,Full-Time,Senior,370000,United States Dollar,United States,370000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,72000,United States Dollar,Colombia,72000,Colombia,Medium,2023,
Data Engineer,Full-Time,Mid,60000,United States Dollar,Colombia,60000,Colombia,Medium,2023,
Data Analyst,Full-Time,Senior,94000,United States Dollar,United States,94000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,81900,United States Dollar,United States,81900,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,210000,United States Dollar,United States,210000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,159090,United States Dollar,United States,159090,United States,Medium,2023,
Data Analyst,Full-Time,Senior,118000,United States Dollar,United States,118000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,94400,United States Dollar,United States,94400,United States,Medium,2023,
Data Architect,Full-Time,Mid,90000,United States Dollar,United States,90000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,190000,United States Dollar,Canada,190000,Canada,Medium,2023,
Data Scientist,Full-Time,Mid,125000,United States Dollar,Canada,125000,Canada,Medium,2023,
Data Engineer,Full-Time,Entry,130002,United States Dollar,United States,130002,United States,Medium,2023,
Data Engineer,Full-Time,Entry,71908,United States Dollar,United States,71908,United States,Medium,2023,
AI Scientist,Full-Time,Mid,121000,Australian Dollar,Australia,81838,Australia,Large,2023,
Compliance Data Analyst,Full-Time,Entry,60000,United States Dollar,United States,60000,United States,Large,2023,
Machine Learning Scientist,Full-Time,Senior,200000,United States Dollar,United States,200000,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Senior,170000,United States Dollar,United States,170000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,160000,United States Dollar,United States,160000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,255000,United States Dollar,United States,255000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,116990,United States Dollar,United States,116990,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,82920,United States Dollar,United States,82920,United States,Medium,2023,
Data Engineer,Full-Time,Senior,121000,United States Dollar,United States,121000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,78000,United States Dollar,United States,78000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,159000,United States Dollar,United States,159000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,105000,United States Dollar,United States,105000,United States,Medium,2023,
Research Scientist,Full-Time,Mid,155000,United States Dollar,United States,155000,United States,Medium,2023,
Research Scientist,Full-Time,Mid,102000,United States Dollar,United States,102000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,374000,United States Dollar,United States,374000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,197500,United States Dollar,United States,197500,United States,Medium,2023,
Data Scientist,Full-Time,Senior,240000,United States Dollar,United States,240000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,187000,United States Dollar,United States,187000,United States,Medium,2023,
Applied Scientist,Full-Time,Mid,20000,United States Dollar,United States,20000,Nigeria,Large,2023,
Machine Learning Engineer,Full-Time,Senior,190000,United States Dollar,United States,190000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,195000,United States Dollar,United States,195000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,119000,United States Dollar,United States,119000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,80000,United States Dollar,United States,80000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,60000,British Pound Sterling,United Kingdom,73824,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Mid,50000,British Pound Sterling,United Kingdom,61520,United Kingdom,Medium,2023,
Data Science Engineer,Full-Time,Senior,266450,United States Dollar,United States,266450,United States,Medium,2023,
Data Science Engineer,Full-Time,Senior,177700,United States Dollar,United States,177700,United States,Medium,2023,
Data Scientist,Full-Time,Senior,245000,United States Dollar,United States,245000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,185000,United States Dollar,United States,185000,United States,Medium,2023,
Data Operations Specialist,Full-Time,Senior,55720,United States Dollar,United States,55720,United States,Medium,2023,
Data Operations Specialist,Full-Time,Senior,50700,United States Dollar,United States,50700,United States,Medium,2023,
Business Data Analyst,Part-Time,Mid,56000,United States Dollar,United States,56000,Ghana,Medium,2021,
Research Engineer,Full-Time,Senior,200000,United States Dollar,United States,200000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,196000,United States Dollar,United States,196000,United States,Medium,2023,
Data Architect,Full-Time,Mid,135000,United States Dollar,United States,135000,United States,Medium,2023,
Data Architect,Full-Time,Mid,115000,United States Dollar,United States,115000,United States,Medium,2023,
Machine Learning Software Engineer,Full-Time,Senior,302000,United States Dollar,United States,302000,United States,Medium,2023,
Machine Learning Software Engineer,Full-Time,Senior,189000,United States Dollar,United States,189000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,65000,United States Dollar,United States,65000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,55000,United States Dollar,United States,55000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,220000,United States Dollar,United States,220000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,170000,United States Dollar,United States,170000,United States,Medium,2023,
BI Analyst,Full-Time,Senior,150000,United States Dollar,United States,150000,United States,Medium,2023,
BI Analyst,Full-Time,Senior,93000,United States Dollar,United States,93000,United States,Medium,2023,
Data Science Manager,Full-Time,Senior,190000,United States Dollar,United States,190000,United States,Large,2022,
Data Engineer 2,Full-Time,Senior,200000,Polish Zloty,Poland,46565,Poland,Large,2023,
Machine Learning Engineer,Full-Time,Senior,216000,United States Dollar,United States,216000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,184000,United States Dollar,United States,184000,United States,Medium,2023,
Data Science Consultant,Full-Time,Mid,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,128750,United States Dollar,United States,128750,United States,Medium,2023,
Data Scientist,Full-Time,Mid,79350,United States Dollar,United States,79350,United States,Medium,2023,
Data Manager,Full-Time,Mid,60000,British Pound Sterling,United Kingdom,73824,United Kingdom,Medium,2023,
Data Manager,Full-Time,Mid,55000,British Pound Sterling,United Kingdom,67672,United Kingdom,Medium,2023,
Analytics Engineer,Full-Time,Senior,174000,United States Dollar,United States,174000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,134000,United States Dollar,United States,134000,United States,Medium,2023,
Research Engineer,Full-Time,Mid,155000,United States Dollar,United States,155000,United States,Medium,2023,
Research Engineer,Full-Time,Mid,125000,United States Dollar,United States,125000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,194400,United States Dollar,United States,194400,United States,Medium,2023,
Data Engineer,Full-Time,Senior,132192,United States Dollar,United States,132192,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,273400,United States Dollar,United States,273400,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,182200,United States Dollar,United States,182200,United States,Medium,2023,
Data Analyst,Full-Time,Mid,165000,United States Dollar,Australia,165000,Australia,Medium,2023,
Data Analyst,Full-Time,Mid,142500,United States Dollar,Australia,142500,Australia,Medium,2023,
Data Scientist,Full-Time,Senior,213654,United States Dollar,United Kingdom,213654,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,142436,United States Dollar,United Kingdom,142436,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,124230,United States Dollar,United States,124230,United States,Medium,2023,
Data Engineer,Full-Time,Senior,68637,United States Dollar,United States,68637,United States,Medium,2023,
Data Engineer,Full-Time,Mid,204000,United States Dollar,United States,204000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,161500,United States Dollar,United States,161500,United States,Medium,2023,
Decision Scientist,Full-Time,Senior,185900,United States Dollar,United States,185900,United States,Medium,2023,
Decision Scientist,Full-Time,Senior,129300,United States Dollar,United States,129300,United States,Medium,2023,
Research Scientist,Full-Time,Mid,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,148750,United States Dollar,United States,148750,United States,Medium,2023,
Data Scientist,Full-Time,Senior,95000,United States Dollar,United States,95000,United States,Medium,2023,
ML Engineer,Full-Time,Senior,287700,United States Dollar,United States,287700,United States,Large,2023,
ML Engineer,Full-Time,Senior,148000,United States Dollar,United States,148000,United States,Large,2023,
Data Scientist,Full-Time,Senior,227240,United States Dollar,United States,227240,United States,Medium,2023,
Data Scientist,Full-Time,Senior,197600,United States Dollar,United States,197600,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,221000,United States Dollar,United States,221000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,185000,United States Dollar,United States,185000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,210000,United States Dollar,United States,210000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,178500,United States Dollar,United States,178500,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,180000,United States Dollar,United States,180000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,150000,United States Dollar,United States,150000,United States,Medium,2023,
Analytics Engineer,Full-Time,Mid,146100,United States Dollar,United Kingdom,146100,United Kingdom,Medium,2023,
Analytics Engineer,Full-Time,Mid,112400,United States Dollar,United Kingdom,112400,United Kingdom,Medium,2023,
Data Architect,Full-Time,Mid,70000,British Pound Sterling,United Kingdom,86128,United Kingdom,Medium,2023,
Data Architect,Full-Time,Mid,65000,British Pound Sterling,United Kingdom,79976,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,285000,United States Dollar,United States,285000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,205000,United States Dollar,United States,205000,United States,Medium,2023,
Computer Vision Engineer,Full-Time,Entry,90000,United States Dollar,United States,90000,India,Medium,2023,
Data Engineer,Full-Time,Senior,146000,United States Dollar,United States,146000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,237400,United States Dollar,United States,237400,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,158200,United States Dollar,United States,158200,United States,Medium,2023,
ML Engineer,Full-Time,Senior,192000,United States Dollar,United States,192000,United States,Medium,2023,
ML Engineer,Full-Time,Senior,164000,United States Dollar,United States,164000,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,150000,United States Dollar,United States,150000,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,141000,United States Dollar,United States,141000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,267000,United States Dollar,United States,267000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,205000,United States Dollar,United States,205000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,147100,United States Dollar,United States,147100,United States,Medium,2023,
Research Scientist,Full-Time,Senior,90700,United States Dollar,United States,90700,United States,Medium,2023,
Data Analyst,Full-Time,Senior,72000,United States Dollar,United States,72000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,55000,British Pound Sterling,United Kingdom,67672,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,141000,United States Dollar,United States,141000,United States,Medium,2023,
Cloud Data Engineer,Full-Time,Entry,144000,British Pound Sterling,United Kingdom,177177,United Kingdom,Large,2023,
Data Scientist,Full-Time,Senior,240000,United States Dollar,United States,240000,United States,Small,2023,
Data Scientist,Full-Time,Senior,142000,United States Dollar,United States,142000,United States,Small,2023,
Machine Learning Engineer,Contract,Mid,180000,United States Dollar,United States,180000,United States,Small,2023,
Machine Learning Engineer,Contract,Mid,105000,United States Dollar,United States,105000,United States,Small,2023,
Data Analyst,Full-Time,Entry,80000,United States Dollar,United States,80000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,268000,United States Dollar,United States,268000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2023,
Analytics Engineer,Full-Time,Mid,144628,United States Dollar,United States,144628,United States,Medium,2023,
Analytics Engineer,Full-Time,Mid,115702,United States Dollar,United States,115702,United States,Medium,2023,
Data Analyst,Full-Time,Senior,144000,United States Dollar,United States,144000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,106400,United States Dollar,United Kingdom,106400,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Senior,81800,United States Dollar,United Kingdom,81800,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Senior,93500,United States Dollar,United States,93500,United States,Medium,2023,
Data Engineer,Full-Time,Senior,208200,United States Dollar,United States,208200,United States,Medium,2023,
Data Engineer,Full-Time,Senior,151200,United States Dollar,United States,151200,United States,Medium,2023,
Data Scientist,Full-Time,Senior,270000,United States Dollar,United States,270000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,220000,United States Dollar,United States,220000,United States,Medium,2023,
Data Engineer,Full-Time,Executive,194500,United States Dollar,United States,194500,United States,Medium,2023,
Data Engineer,Full-Time,Executive,115500,United States Dollar,United States,115500,United States,Medium,2023,
Data Analyst,Full-Time,Senior,140000,United States Dollar,United Kingdom,140000,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Senior,100000,United States Dollar,United Kingdom,100000,United Kingdom,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,225000,United States Dollar,France,225000,France,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,199000,United States Dollar,France,199000,France,Medium,2023,
Data Analyst,Full-Time,Entry,50000,United States Dollar,United States,50000,United States,Medium,2023,
Data Analyst,Full-Time,Entry,40000,United States Dollar,United States,40000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,80000,British Pound Sterling,United Kingdom,98432,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Mid,45000,British Pound Sterling,United Kingdom,55368,United Kingdom,Medium,2023,
Analytics Engineering Manager,Full-Time,Senior,325000,British Pound Sterling,United Kingdom,399880,United Kingdom,Large,2023,
Data Scientist,Full-Time,Executive,1050000,Norwegian Krone,Norway,100416,Norway,Small,2023,
Data Engineer,Full-Time,Entry,38000,Euro,Spain,41027,Spain,Large,2023,
Machine Learning Engineer,Full-Time,Senior,155000,United States Dollar,United States,155000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,65000,United States Dollar,United States,65000,United States,Medium,2023,
Data Architect,Full-Time,Senior,280100,United States Dollar,United States,280100,United States,Medium,2023,
Data Architect,Full-Time,Senior,168100,United States Dollar,United States,168100,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Senior,120000,United States Dollar,United States,120000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,149040,United States Dollar,United States,149040,United States,Medium,2023,
Data Engineer,Full-Time,Senior,113900,United States Dollar,United States,113900,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Senior,165000,United States Dollar,United States,165000,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Senior,145000,United States Dollar,United States,145000,United States,Medium,2023,
Data Architect,Full-Time,Senior,274450,United States Dollar,United States,274450,United States,Medium,2023,
