job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_ratio
Data Engineer,Full-Time,Senior,106500,United States Dollar,United States,106500,United States,Medium,2023,
Data Engineer,Full-Time,Mid,149600,United States Dollar,United States,149600,United States,Medium,2023,
Data Engineer,Full-Time,Mid,102000,United States Dollar,United States,102000,United States,Medium,2023,
Data Scientist,Full-Time,Executive,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,190000,United States Dollar,United States,190000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,106800,United States Dollar,United States,106800,United States,Medium,2023,
Data Scientist,Full-Time,Mid,90000,Euro,Ireland,97171,Ireland,Medium,2023,
Data Scientist,Full-Time,Mid,75000,Euro,Ireland,80976,Ireland,Medium,2023,
Data Analyst,Full-Time,Mid,128000,United States Dollar,United States,128000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,151000,United States Dollar,United States,151000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,140000,United States Dollar,United States,140000,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Senior,220000,United States Dollar,United States,220000,United States,Medium,2023,
Applied Machine Learning Scientist,Full-Time,Entry,40000,Euro,Germany,43187,Germany,Medium,2023,
Data Engineer,Full-Time,Senior,160000,United States Dollar,Canada,160000,Canada,Medium,2023,
Data Engineer,Full-Time,Senior,145000,United States Dollar,Canada,145000,Canada,Medium,2023,
Data Analyst,Full-Time,Mid,154000,United States Dollar,United States,154000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,143000,United States Dollar,United States,143000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,65000,British Pound Sterling,United Kingdom,79976,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Entry,190000,United States Dollar,United States,190000,United States,Medium,2023,
Data Scientist,Full-Time,Entry,120000,United States Dollar,United States,120000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Executive,265000,United States Dollar,United States,265000,United States,Medium,2023,
Data Engineer,Full-Time,Executive,235000,United States Dollar,United States,235000,United States,Medium,2023,
Data Scientist,Full-Time,Entry,112000,Swiss Franc,Switzerland,122638,Switzerland,Large,2023,
Data Scientist,Full-Time,Mid,70000,Euro,Germany,73546,Germany,Medium,2022,
Data Engineer,Full-Time,Mid,60400,United States Dollar,United States,60400,United States,Medium,2023,
Lead Data Scientist,Full-Time,Senior,164000,Euro,Ireland,172309,Ireland,Large,2022,
Data Scientist,Full-Time,Mid,56000,Euro,Germany,60462,Austria,Medium,2023,
Data Analyst,Full-Time,Mid,83500,United States Dollar,United States,83500,United States,Medium,2023,
Data Analyst,Full-Time,Mid,52500,United States Dollar,United States,52500,United States,Medium,2023,
Data Scientist,Full-Time,Senior,201036,United States Dollar,United States,201036,United States,Medium,2023,
Data Scientist,Full-Time,Senior,134024,United States Dollar,United States,134024,United States,Medium,2023,
Data Analyst,Full-Time,Senior,165000,United States Dollar,United States,165000,United States,Medium,2023,
Data Engineer,Full-Time,Entry,62000,United States Dollar,United States,62000,United States,Medium,2023,
Data Engineer,Full-Time,Entry,58000,United States Dollar,United States,58000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,172000,United States Dollar,United States,172000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,115000,United States Dollar,United States,115000,United States,Medium,2023,
Data Engineer,Full-Time,Entry,125000,United States Dollar,United States,125000,United States,Medium,2023,
Data Engineer,Full-Time,Entry,90000,United States Dollar,United States,90000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,139500,United States Dollar,United States,139500,United States,Medium,2023,
Data Engineer,Full-Time,Senior,109400,United States Dollar,United States,109400,United States,Medium,2023,
Data Engineer,Full-Time,Mid,145000,United States Dollar,United States,145000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,239748,United States Dollar,United States,239748,United States,Medium,2023,
Data Scientist,Full-Time,Senior,159832,United States Dollar,United States,159832,United States,Medium,2023,
Data Scientist,Full-Time,Senior,186300,United States Dollar,United States,186300,United States,Medium,2023,
Data Scientist,Full-Time,Senior,102500,United States Dollar,United States,102500,United States,Medium,2023,
Data Architect,Full-Time,Senior,149040,United States Dollar,United States,149040,United States,Medium,2023,
Data Architect,Full-Time,Senior,113900,United States Dollar,United States,113900,United States,Medium,2023,
Data Engineer,Full-Time,Senior,172600,United States Dollar,United States,172600,United States,Medium,2023,
Data Engineer,Full-Time,Senior,107900,United States Dollar,United States,107900,United States,Medium,2023,
Data Analyst,Full-Time,Senior,180180,United States Dollar,United States,180180,United States,Medium,2023,
Data Analyst,Full-Time,Senior,106020,United States Dollar,United States,106020,United States,Medium,2023,
Data Architect,Full-Time,Senior,376080,United States Dollar,United States,376080,United States,Medium,2023,
Data Architect,Full-Time,Senior,213120,United States Dollar,United States,213120,United States,Medium,2023,
Data Analyst,Full-Time,Senior,206500,United States Dollar,United States,206500,United States,Medium,2023,
Data Analyst,Full-Time,Senior,121600,United States Dollar,United States,121600,United States,Medium,2023,
Cloud Database Engineer,Full-Time,Senior,170000,United States Dollar,United States,170000,United States,Large,2023,
Applied Machine Learning Scientist,Full-Time,Senior,90000,United States Dollar,United States,90000,United States,Large,2023,
Data Analyst,Full-Time,Entry,95000,United States Dollar,United States,95000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,275000,United States Dollar,United States,275000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,120000,United States Dollar,United States,120000,United States,Medium,2023,
Research Engineer,Full-Time,Senior,175000,United States Dollar,United States,175000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,206000,United States Dollar,United States,206000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,130000,United States Dollar,United States,130000,United States,Medium,2023,
Data Architect,Full-Time,Senior,138000,United States Dollar,United Kingdom,138000,United Kingdom,Medium,2023,
Data Architect,Full-Time,Senior,92000,United States Dollar,United Kingdom,92000,United Kingdom,Medium,2023,
Data Manager,Full-Time,Senior,65000,United States Dollar,Colombia,65000,Colombia,Medium,2023,
Data Manager,Full-Time,Senior,48000,United States Dollar,Colombia,48000,Colombia,Medium,2023,
Analytics Engineer,Full-Time,Senior,130000,United States Dollar,United States,130000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,87000,United States Dollar,United States,87000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,145000,United States Dollar,United States,145000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,147100,United States Dollar,United States,147100,United States,Medium,2023,
Data Engineer,Full-Time,Entry,115100,United States Dollar,United States,115100,United States,Medium,2023,
Data Engineer,Full-Time,Entry,73900,United States Dollar,United States,73900,United States,Medium,2023,
Data Engineer,Full-Time,Senior,168400,United States Dollar,United States,168400,United States,Medium,2023,
Data Engineer,Full-Time,Senior,105200,United States Dollar,United States,105200,United States,Medium,2023,
Data Engineer,Full-Time,Mid,47500,British Pound Sterling,United Kingdom,58444,United Kingdom,Medium,2023,
Financial Data Analyst,Full-Time,Mid,130000,United States Dollar,United States,130000,United States,Large,2023,
Data Scientist,Full-Time,Senior,205000,United States Dollar,United States,205000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,141288,United States Dollar,United States,141288,United States,Medium,2023,
Research Scientist,Full-Time,Senior,94192,United States Dollar,United States,94192,United States,Medium,2023,
Data Infrastructure Engineer,Full-Time,Senior,184000,United States Dollar,United States,184000,United States,Medium,2023,
Data Infrastructure Engineer,Full-Time,Senior,143000,United States Dollar,United States,143000,United States,Medium,2023,
ML Engineer,Full-Time,Mid,160000,United States Dollar,United States,160000,United States,Medium,2023,
ML Engineer,Full-Time,Mid,147000,United States Dollar,United States,147000,United States,Medium,2023,
Software Data Engineer,Full-Time,Mid,100000,Singapore Dollar,Singapore,74883,Singapore,Large,2023,
Data Scientist,Full-Time,Mid,1400000,Indian Rupee,India,17025,India,Large,2023,
AI Programmer,Full-Time,Entry,70000,United States Dollar,Australia,70000,India,Large,2023,
AI Developer,Full-Time,Entry,80000,United States Dollar,Sweden,80000,Sweden,Medium,2023,
Lead Data Analyst,Full-Time,Mid,1500000,Indian Rupee,India,18241,India,Large,2023,
Data Engineer,Full-Time,Executive,210914,United States Dollar,United States,210914,United States,Medium,2023,
Data Engineer,Full-Time,Executive,116704,United States Dollar,United States,116704,United States,Medium,2023,
Analytics Engineer,Full-Time,Mid,185700,United States Dollar,United States,185700,United States,Medium,2023,
Analytics Engineer,Full-Time,Mid,165000,United States Dollar,United States,165000,United States,Medium,2023,
Data Operations Engineer,Full-Time,Senior,193000,United States Dollar,United States,193000,United States,Medium,2023,
Data Operations Engineer,Full-Time,Senior,136850,United States Dollar,United States,136850,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,139500,United States Dollar,United States,139500,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,109400,United States Dollar,United States,109400,United States,Medium,2023,
Data Engineer,Full-Time,Senior,276000,United States Dollar,United States,276000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,55000,Euro,Spain,59382,Spain,Medium,2023,
Data Scientist,Full-Time,Mid,45000,Euro,Spain,48585,Spain,Medium,2023,
Data Engineer,Full-Time,Mid,70000,Euro,Slovenia,75577,Slovenia,Medium,2023,
Data Engineer,Full-Time,Mid,45000,Euro,Slovenia,48585,Slovenia,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,161000,British Pound Sterling,United Kingdom,198094,United Kingdom,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,83300,British Pound Sterling,United Kingdom,102492,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,112700,British Pound Sterling,United Kingdom,138666,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,83300,British Pound Sterling,United Kingdom,102492,United Kingdom,Medium,2023,
BI Developer,Full-Time,Senior,130000,United States Dollar,United States,130000,United States,Large,2022,
Data Science Lead,Full-Time,Mid,150000,United States Dollar,United States,150000,United States,Medium,2021,
ML Engineer,Full-Time,Senior,260000,United States Dollar,Canada,260000,Canada,Medium,2023,
ML Engineer,Full-Time,Senior,110000,United States Dollar,Canada,110000,Canada,Medium,2023,
Analytics Engineer,Full-Time,Senior,170000,United States Dollar,United States,170000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,163800,United States Dollar,United States,163800,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,126000,United States Dollar,United States,126000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,106250,United States Dollar,United States,106250,United States,Medium,2023,
Data Engineer,Full-Time,Executive,167500,United States Dollar,United States,167500,United States,Medium,2023,
Data Engineer,Full-Time,Executive,106500,United States Dollar,United States,106500,United States,Medium,2023,
Data Analyst,Full-Time,Senior,250000,United States Dollar,United States,250000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,138000,United States Dollar,United States,138000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,130000,United States Dollar,Canada,130000,Canada,Medium,2023,
Data Analyst,Full-Time,Mid,100000,United States Dollar,Canada,100000,Canada,Medium,2023,
Deep Learning Researcher,Full-Time,Senior,115000,Euro,Germany,124163,Germany,Large,2023,
Data Science Manager,Full-Time,Mid,104500,United States Dollar,United States,104500,United States,Medium,2023,
Data Science Manager,Full-Time,Mid,70000,United States Dollar,United States,70000,United States,Medium,2023,
Data Science Consultant,Full-Time,Mid,90000,United States Dollar,United States,90000,United States,Medium,2023,
Data Science Consultant,Full-Time,Mid,70000,United States Dollar,United States,70000,United States,Medium,2023,
Research Scientist,Full-Time,Mid,185000,United States Dollar,United States,185000,United States,Medium,2023,
Research Scientist,Full-Time,Mid,125000,United States Dollar,United States,125000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,127000,United States Dollar,United States,127000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,210550,United States Dollar,United States,210550,United States,Medium,2023,
Data Scientist,Full-Time,Senior,153300,United States Dollar,United States,153300,United States,Medium,2023,
Data Scientist,Full-Time,Mid,200000,United States Dollar,United States,200000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,161500,United States Dollar,United States,161500,United States,Medium,2023,
Data Analyst,Full-Time,Senior,119500,United States Dollar,United States,119500,United States,Medium,2023,
Data Analytics Specialist,Full-Time,Senior,105000,United States Dollar,United States,105000,United States,Medium,2023,
Data Analytics Specialist,Full-Time,Senior,85000,United States Dollar,United States,85000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,215000,United States Dollar,United States,215000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,146300,United States Dollar,United States,146300,United States,Medium,2023,
AI Developer,Full-Time,Entry,200000,Euro,Germany,215936,Germany,Large,2023,
Data Engineer,Full-Time,Mid,72000,United States Dollar,Mexico,72000,Mexico,Medium,2023,
Data Engineer,Full-Time,Mid,60000,United States Dollar,Mexico,60000,Mexico,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,153400,United States Dollar,United States,153400,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,122700,United States Dollar,United States,122700,United States,Medium,2023,
Data Scientist,Full-Time,Senior,123900,United States Dollar,United States,123900,United States,Medium,2023,
Research Scientist,Full-Time,Mid,340000,United States Dollar,United States,340000,United States,Medium,2023,
Research Scientist,Full-Time,Mid,150000,United States Dollar,United States,150000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,250000,United States Dollar,United States,250000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,60000,Euro,France,64781,France,Medium,2023,
Data Analyst,Full-Time,Senior,185900,United States Dollar,United States,185900,United States,Medium,2023,
Data Analyst,Full-Time,Senior,121700,United States Dollar,United States,121700,United States,Medium,2023,
Software Data Engineer,Freelance,Senior,50000,United States Dollar,Australia,50000,Nigeria,Medium,2023,
Data Analyst,Full-Time,Entry,100000,United States Dollar,United States,100000,Uzbekistan,Large,2023,
Data Engineer,Full-Time,Executive,310000,United States Dollar,United States,310000,United States,Medium,2023,
Data Engineer,Full-Time,Executive,239000,United States Dollar,United States,239000,United States,Medium,2023,
Data Analyst,Full-Time,Entry,150000,United States Dollar,United States,150000,United States,Medium,2023,
Data Analyst,Full-Time,Entry,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,149076,United States Dollar,United States,149076,United States,Medium,2023,
Data Scientist,Full-Time,Senior,82365,United States Dollar,United States,82365,United States,Medium,2023,
Data Analyst,Full-Time,Mid,40000,British Pound Sterling,United Kingdom,49216,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Senior,85500,United States Dollar,United States,85500,United States,Medium,2023,
Data Scientist,Full-Time,Mid,97750,United States Dollar,United States,97750,United States,Medium,2023,
Data Scientist,Full-Time,Senior,201000,United States Dollar,United States,201000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,122000,United States Dollar,United States,122000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,116990,United States Dollar,United States,116990,United States,Medium,2023,
Data Scientist,Full-Time,Mid,82920,United States Dollar,United States,82920,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Mid,200000,United States Dollar,United States,200000,United States,Small,2023,
Machine Learning Scientist,Full-Time,Mid,125000,United States Dollar,United States,125000,United States,Small,2023,
Data Manager,Full-Time,Senior,155000,United States Dollar,United States,155000,United States,Medium,2023,
Data Manager,Full-Time,Senior,140000,United States Dollar,United States,140000,United States,Medium,2023,
Machine Learning Infrastructure Engineer,Full-Time,Mid,205920,United States Dollar,United States,205920,United States,Medium,2023,
Machine Learning Infrastructure Engineer,Full-Time,Mid,171600,United States Dollar,United States,171600,United States,Medium,2023,
Data Engineer,Full-Time,Senior,121500,United States Dollar,United States,121500,United States,Medium,2023,
Data Engineer,Full-Time,Mid,154000,United States Dollar,United States,154000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,116000,United States Dollar,United States,116000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,65000,British Pound Sterling,United Kingdom,79976,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Mid,36050,British Pound Sterling,United Kingdom,44356,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,105000,British Pound Sterling,United Kingdom,129192,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,260000,United States Dollar,United States,260000,United States,Medium,2023,
Data Analyst,Full-Time,Entry,30000,United States Dollar,India,30000,India,Medium,2023,
Data Analyst,Part-Time,Entry,34320,United States Dollar,United States,34320,United States,Small,2022,
Head of Data,Full-Time,Senior,70000,Euro,Portugal,75577,Portugal,Large,2023,
Data Science Manager,Full-Time,Executive,106000,United States Dollar,Russian Federation,106000,Uzbekistan,Large,2022,
Data Analyst,Full-Time,Senior,122000,United States Dollar,United States,122000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,93800,United States Dollar,United States,93800,United States,Medium,2023,
Data Science Manager,Full-Time,Senior,150000,United States Dollar,Mexico,150000,Mexico,Medium,2023,
Data Science Manager,Full-Time,Senior,90000,United States Dollar,Mexico,90000,Mexico,Medium,2023,
Computer Vision Engineer,Full-Time,Entry,220000,United States Dollar,United States,220000,United States,Medium,2023,
BI Data Analyst,Full-Time,Senior,67000,Euro,Germany,72338,Germany,Medium,2023,
AI Developer,Full-Time,Entry,60000,Euro,Germany,64781,Germany,Medium,2023,
Data Analyst,Full-Time,Senior,1300000,Indian Rupee,India,15809,India,Small,2023,
Machine Learning Engineer,Full-Time,Mid,175000,United States Dollar,United States,175000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,40000,United States Dollar,France,40000,France,Large,2023,
Data Science Consultant,Full-Time,Senior,1000000,Thai Baht,Thailand,29301,Thailand,Medium,2023,
Data Analyst,Full-Time,Senior,152380,United States Dollar,United States,152380,United States,Medium,2023,
Data Analyst,Full-Time,Senior,121904,United States Dollar,United States,121904,United States,Medium,2023,
Data Architect,Full-Time,Senior,168400,United States Dollar,United States,168400,United States,Medium,2023,
Data Architect,Full-Time,Senior,105200,United States Dollar,United States,105200,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,128280,United States Dollar,United States,128280,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,106900,United States Dollar,United States,106900,United States,Medium,2023,
Lead Data Scientist,Full-Time,Senior,192000,United States Dollar,United States,192000,United States,Large,2022,
Research Engineer,Full-Time,Senior,100000,Euro,Germany,107968,Germany,Small,2023,
Research Engineer,Full-Time,Senior,80000,Euro,Germany,86374,Germany,Small,2023,
Machine Learning Engineer,Full-Time,Senior,275000,United States Dollar,Germany,275000,Germany,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,174000,United States Dollar,Germany,174000,Germany,Medium,2023,
Data Analyst,Full-Time,Senior,170500,United States Dollar,United States,170500,United States,Medium,2023,
Data Manager,Full-Time,Senior,60027,British Pound Sterling,United Kingdom,73857,United Kingdom,Medium,2023,
Data Manager,Full-Time,Senior,44737,British Pound Sterling,United Kingdom,55044,United Kingdom,Medium,2023,
Head of Data Science,Full-Time,Executive,131899,British Pound Sterling,United Kingdom,162288,United Kingdom,Medium,2023,
Head of Data Science,Full-Time,Executive,104891,British Pound Sterling,United Kingdom,129058,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,65000,United States Dollar,United States,65000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,124740,United States Dollar,United States,124740,United States,Medium,2023,
Data Engineer,Full-Time,Senior,65488,United States Dollar,United States,65488,United States,Medium,2023,
Data Quality Analyst,Full-Time,Senior,72200,United States Dollar,United States,72200,United States,Medium,2023,
Data Quality Analyst,Full-Time,Senior,64980,United States Dollar,United States,64980,United States,Medium,2023,
Data Analyst,Full-Time,Senior,179975,United States Dollar,United States,179975,United States,Medium,2023,
Data Analyst,Full-Time,Senior,86466,United States Dollar,United States,86466,United States,Medium,2023,
Data Science Manager,Full-Time,Senior,175000,United States Dollar,United States,175000,United States,Medium,2023,
Data Science Manager,Full-Time,Senior,120000,United States Dollar,United States,120000,United States,Medium,2023,
Data Manager,Full-Time,Senior,120000,United States Dollar,United States,120000,United States,Medium,2023,
Machine Learning Infrastructure Engineer,Full-Time,Senior,205920,United States Dollar,United States,205920,United States,Medium,2023,
Machine Learning Infrastructure Engineer,Full-Time,Senior,171600,United States Dollar,United States,171600,United States,Medium,2023,
Applied Machine Learning Engineer,Full-Time,Mid,130000,United States Dollar,United States,130000,United States,Medium,2023,
Data Scientist,Full-Time,Entry,168000,United States Dollar,United States,168000,United States,Medium,2022,
AI Scientist,Full-Time,Mid,36000,Euro,Spain,38868,Spain,Large,2023,
Data Engineer,Full-Time,Senior,167580,United States Dollar,United States,167580,United States,Medium,2023,
Data Engineer,Full-Time,Senior,87980,United States Dollar,United States,87980,United States,Medium,2023,
Data Engineer,Full-Time,Senior,202000,United States Dollar,United States,202000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,104000,United States Dollar,United States,104000,United States,Medium,2023,
Research Engineer,Full-Time,Senior,230000,United States Dollar,United States,230000,United States,Medium,2023,
Research Engineer,Full-Time,Senior,148000,United States Dollar,United States,148000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,269000,United States Dollar,Canada,269000,Canada,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,158000,United States Dollar,Canada,158000,Canada,Medium,2023,
Analytics Engineer,Full-Time,Senior,197000,United States Dollar,United States,197000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,106000,United States Dollar,United States,106000,United States,Medium,2023,
Deep Learning Engineer,Full-Time,Mid,150000,United States Dollar,United States,150000,United States,Medium,2023,
Deep Learning Engineer,Full-Time,Mid,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,290000,United States Dollar,United States,290000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,192000,United States Dollar,United States,192000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,172800,United States Dollar,United States,172800,United States,Medium,2023,
Data Scientist,Full-Time,Senior,300240,United States Dollar,United States,300240,United States,Medium,2023,
Data Scientist,Full-Time,Senior,200160,United States Dollar,United States,200160,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,175000,United States Dollar,United States,175000,United States,Medium,2023,
Data Manager,Full-Time,Senior,169000,United States Dollar,United States,169000,United States,Medium,2023,
Data Manager,Full-Time,Senior,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,370000,United States Dollar,United States,370000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,95000,British Pound Sterling,United Kingdom,116888,United Kingdom,Large,2023,
Data Analyst,Full-Time,Senior,110000,United States Dollar,United States,110000,United States,Small,2023,
Data Analyst,Full-Time,Senior,80000,United States Dollar,United States,80000,United States,Small,2023,
Data Analyst,Full-Time,Entry,55000,United States Dollar,United States,55000,United States,Medium,2023,
Data Analyst,Full-Time,Entry,48000,United States Dollar,United States,48000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,137500,United States Dollar,United States,137500,United States,Medium,2023,
AI Scientist,Full-Time,Mid,30000,United States Dollar,Ghana,30000,Ghana,Small,2021,
Machine Learning Engineer,Full-Time,Senior,186000,United States Dollar,United States,186000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,153088,United States Dollar,United States,153088,United States,Medium,2023,
Data Infrastructure Engineer,Full-Time,Mid,190000,United States Dollar,United States,190000,United States,Medium,2023,
Data Infrastructure Engineer,Full-Time,Mid,160000,United States Dollar,United States,160000,United States,Medium,2023,
Data Infrastructure Engineer,Full-Time,Mid,183310,United States Dollar,United States,183310,United States,Medium,2023,
Data Engineer,Full-Time,Senior,66000,United States Dollar,United States,66000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,148500,United States Dollar,United States,148500,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,126277,United States Dollar,United States,126277,United States,Medium,2023,
Data Architect,Full-Time,Senior,228000,United States Dollar,United States,228000,United States,Medium,2023,
Data Architect,Full-Time,Senior,120000,United States Dollar,United States,120000,United States,Medium,2023,
Machine Learning Software Engineer,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2023,
Machine Learning Software Engineer,Full-Time,Senior,90000,United States Dollar,United States,90000,United States,Medium,2023,
Machine Learning Software Engineer,Full-Time,Senior,272000,United States Dollar,United States,272000,United States,Medium,2023,
Machine Learning Software Engineer,Full-Time,Senior,170000,United States Dollar,United States,170000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,259000,United States Dollar,United States,259000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,90000,British Pound Sterling,Croatia,110736,Croatia,Medium,2023,
Data Analyst,Full-Time,Mid,60000,British Pound Sterling,Croatia,73824,Croatia,Medium,2023,
Data Analyst,Part-Time,Entry,78000,Polish Zloty,India,18160,Poland,Large,2023,
Data Scientist,Full-Time,Entry,101400,Brazilian Real,Brazil,19910,Brazil,Large,2023,
Data Science Lead,Full-Time,Senior,247500,United States Dollar,United States,247500,United States,Medium,2023,
Data Science Lead,Full-Time,Senior,172200,United States Dollar,United States,172200,United States,Medium,2023,
Machine Learning Infrastructure Engineer,Full-Time,Senior,100000,Euro,France,107968,France,Medium,2023,
Machine Learning Infrastructure Engineer,Full-Time,Senior,70000,Euro,France,75577,France,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,288000,United States Dollar,United States,288000,United States,Medium,2023,
Data Science Lead,Full-Time,Mid,60000,British Pound Sterling,United Kingdom,73824,United Kingdom,Medium,2023,
Data Science Lead,Full-Time,Mid,50000,British Pound Sterling,United Kingdom,61520,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,215050,United States Dollar,United States,215050,United States,Medium,2023,
Data Architect,Full-Time,Senior,198000,United States Dollar,United States,198000,United States,Medium,2023,
Data Architect,Full-Time,Senior,114000,United States Dollar,United States,114000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,209300,United States Dollar,United States,209300,United States,Medium,2023,
Data Scientist,Full-Time,Senior,182200,United States Dollar,United States,182200,United States,Medium,2023,
Data Scientist,Full-Time,Entry,85000,United States Dollar,United States,85000,United States,Medium,2022,
Machine Learning Engineer,Full-Time,Mid,40000,British Pound Sterling,United Kingdom,49216,United Kingdom,Medium,2023,
Research Engineer,Full-Time,Entry,120000,United States Dollar,United Kingdom,120000,United Kingdom,Medium,2023,
Research Engineer,Full-Time,Entry,60000,United States Dollar,United Kingdom,60000,United Kingdom,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,147100,United States Dollar,United States,147100,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,90700,United States Dollar,United States,90700,United States,Medium,2023,
Data Analyst,Full-Time,Senior,227000,United States Dollar,United States,227000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,108000,United States Dollar,United States,108000,United States,Medium,2023,
Data Architect,Full-Time,Senior,160000,United States Dollar,United States,160000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,52000,Euro,Spain,56143,Spain,Medium,2023,
Data Analyst,Full-Time,Senior,48000,Euro,Spain,51824,Spain,Medium,2023,
Data Analyst,Full-Time,Entry,60000,United States Dollar,United States,60000,United States,Large,2023,
Data Analyst,Full-Time,Entry,50000,United States Dollar,United States,50000,Kuwait,Large,2023,
Data Engineer,Full-Time,Senior,226700,United States Dollar,United States,226700,United States,Medium,2023,
Data Engineer,Full-Time,Senior,133300,United States Dollar,United States,133300,United States,Medium,2023,
Big Data Architect,Full-Time,Senior,124999,British Pound Sterling,United Kingdom,153799,United Kingdom,Large,2023,
Data Analyst,Full-Time,Senior,52500,United States Dollar,United States,52500,United States,Medium,2023,
Data Engineer,Full-Time,Senior,162500,United States Dollar,United States,162500,United States,Medium,2023,
Data Analyst,Full-Time,Mid,165000,United States Dollar,United States,165000,United States,Medium,2023,
