STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,size_emp,Size classes in number of persons employed,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,,76.06,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,,75.84,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EE,Estonia,2012,,74.31,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EE,Estonia,2014,,70.95,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EE,Estonia,2015,,69.45,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EE,Estonia,2016,,69.66,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EE,Estonia,2017,,69.80,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EE,Estonia,2018,,61.68,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EE,Estonia,2019,,65.42,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EL,Greece,2012,,88.22,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EL,Greece,2014,,66.38,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EL,Greece,2015,,85.77,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EL,Greece,2016,,83.15,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EL,Greece,2017,,79.74,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EL,Greece,2018,,81.22,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EL,Greece,2019,,82.76,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,ES,Spain,2012,,73.40,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,ES,Spain,2014,,70.46,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,ES,Spain,2015,,74.67,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,ES,Spain,2016,,74.18,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,ES,Spain,2017,,72.31,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,ES,Spain,2018,,71.24,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,ES,Spain,2019,,64.82,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU15,European Union - 15 countries (1995-2004),2012,,78.94,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU15,European Union - 15 countries (1995-2004),2014,,77.28,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU15,European Union - 15 countries (1995-2004),2015,,79.31,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU15,European Union - 15 countries (1995-2004),2016,,76.35,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU15,European Union - 15 countries (1995-2004),2017,,76.22,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU15,European Union - 15 countries (1995-2004),2018,,76.19,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2007,European Union - 27 countries (2007-2013),2012,,75.07,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2007,European Union - 27 countries (2007-2013),2014,,75.84,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2007,European Union - 27 countries (2007-2013),2015,,77.47,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2007,European Union - 27 countries (2007-2013),2016,,75.22,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2007,European Union - 27 countries (2007-2013),2017,,74.85,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2007,European Union - 27 countries (2007-2013),2018,,74.91,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2020,European Union - 27 countries (from 2020),2012,,74.15,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2020,European Union - 27 countries (from 2020),2014,,75.53,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2020,European Union - 27 countries (from 2020),2015,,77.36,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2020,European Union - 27 countries (from 2020),2016,,75.11,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2020,European Union - 27 countries (from 2020),2017,,74.42,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2020,European Union - 27 countries (from 2020),2018,,74.66,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU27_2020,European Union - 27 countries (from 2020),2019,,75.18,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU28,European Union - 28 countries (2013-2020),2012,,75.10,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU28,European Union - 28 countries (2013-2020),2014,,75.90,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU28,European Union - 28 countries (2013-2020),2015,,77.49,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU28,European Union - 28 countries (2013-2020),2016,,75.25,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU28,European Union - 28 countries (2013-2020),2017,,74.90,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU28,European Union - 28 countries (2013-2020),2018,,74.97,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,EU28,European Union - 28 countries (2013-2020),2019,,75.59,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FI,Finland,2012,,87.07,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FI,Finland,2014,,83.22,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FI,Finland,2015,,82.53,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FI,Finland,2016,,83.73,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FI,Finland,2017,,85.60,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FI,Finland,2018,,84.67,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FI,Finland,2019,,84.42,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FR,France,2012,,71.41,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FR,France,2014,,72.41,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FR,France,2015,,77.13,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FR,France,2016,,72.09,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FR,France,2017,,71.17,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FR,France,2018,,75.37,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,FR,France,2019,,75.56,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,HR,Croatia,2012,,78.08,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,HR,Croatia,2014,,83.49,,,,,
dataflow,ESTAT:ISOC_SKE_ITSPE(1.0),Enterprises that employ ICT specialists by size class of enterprise,A,Annual,GE250,250 persons employed or more,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",E_ITSP2,Enterprise employed ICT/IT specialists (reduced comparability with 2007),PC_ENT_CUSE,Percentage of the enterprises which use a computer,HR,Croatia,2015,,80.00,,,,,
