STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2016,,73.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2017,,78.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2018,,79.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2019,,82.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2020,,86.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2021,,94.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2022,,100.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2023,,110.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),DK,Denmark,2024,,111.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2004,,9.4,,u,low reliability,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2005,,8.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2006,,11.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2007,,11.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2008,,13.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2009,,11.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2010,,12.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2011,,11.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2012,,13.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2013,,14.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2014,,13.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2015,,15.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2016,,18.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2017,,19.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2018,,21.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2019,,21.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2020,,23.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2021,,24.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2022,,26.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2023,,26.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EE,Estonia,2024,,29.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2004,,66.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2005,,67.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2006,,70.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2007,,74.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2008,,73.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2009,,73.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2010,,77.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2011,,45.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2012,,43.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2013,,46.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2014,,39.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2015,,36.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2016,,40.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2017,,49.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2018,,58.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2019,,55.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2020,,52.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2021,,67.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2022,,75.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2023,,66.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EL,Greece,2024,,73.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2004,,368.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2005,,397.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2006,,445.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2007,,482.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2008,,489.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2009,,473.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2010,,489.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2011,,456.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2012,,448.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2013,,451.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2014,,453.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2015,,458.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2016,,493.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2017,,532.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2018,,576.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2019,,607.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2020,,620.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2021,,662.4,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2022,,732.0,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2023,,784.5,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),ES,Spain,2024,,863.7,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2004,,2648.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2005,,2921.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2006,,3130.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2007,,3220.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2008,,3310.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2009,,3477.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2010,,3541.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2011,,3140.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2012,,3288.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2013,,3475.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2014,,3716.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2015,,3925.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2016,,4194.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2017,,4447.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2018,,4724.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2019,,5017.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2020,,5390.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2021,,5816.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2022,,6144.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2023,,6542.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2024,,6936.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2004,,64.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2005,,66.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2006,,71.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2007,,75.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2008,,74.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2009,,79.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2010,,82.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2011,,84.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2012,,91.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2013,,99.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2014,,98.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2015,,101.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2016,,103.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2017,,104.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2018,,107.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2019,,114.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2020,,131.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2021,,120.1,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2022,,122.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2023,,121.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FI,Finland,2024,,131.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FR,France,2004,,511.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FR,France,2005,,564.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FR,France,2006,,607.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FR,France,2007,,576.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FR,France,2008,,569.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FR,France,2009,,631.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,THS_PER,Thousand persons,ED5-8,Tertiary education (levels 5-8),FR,France,2010,,646.5,,e,estimated,,
