STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2015,,57.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2016,,61.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2017,,63.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2018,,62.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2019,,64.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2020,,62.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2021,,63.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2022,,67.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2023,,66.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),AT,Austria,2024,,65.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2021,,50.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2022,,58.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2023,,54.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BA,Bosnia and Herzegovina,2024,,54.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2004,,70.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2005,,67.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2006,,65.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2007,,62.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2008,,61.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2009,,63.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2010,,65.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2011,,69.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2012,,70.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2013,,73.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2014,,75.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2015,,76.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2016,,76.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2017,,77.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2018,,76.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2019,,76.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2020,,77.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2021,,79.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2022,,81.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2023,,80.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BE,Belgium,2024,,80.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2004,,43.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2005,,45.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2006,,43.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2007,,45.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2008,,47.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2009,,47.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2010,,47.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2011,,59.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2012,,63.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2013,,65.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2014,,69.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2015,,65.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2016,,68.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2017,,67.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2018,,69.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2019,,70.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2020,,74.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2021,,76.1,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2022,,76.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2023,,77.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),BG,Bulgaria,2024,,76.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2011,,55.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2012,,58.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2013,,59.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2014,,57.9,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2015,,59.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2016,,61.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2017,,64.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2018,,65.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2019,,65.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2020,,65.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2021,,65.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2022,,66.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2023,,67.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CH,Switzerland,2024,,67.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2004,,60.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2005,,66.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2006,,68.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2007,,70.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2008,,67.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2009,,65.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2010,,66.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2011,,76.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2012,,81.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2013,,77.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2014,,74.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2015,,73.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2016,,74.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2017,,81.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2018,,84.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2019,,83.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2020,,81.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2021,,84.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2022,,85.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2023,,87.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CY,Cyprus,2024,,85.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2004,,26.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2005,,29.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2006,,30.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2007,,29.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2008,,29.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2009,,34.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2010,,37.8,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2011,,51.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2012,,50.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2013,,51.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2014,,52.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2015,,56.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2016,,56.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2017,,56.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2018,,54.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2019,,53.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2020,,56.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2021,,58.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2022,,55.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2023,,56.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),CZ,Czechia,2024,,59.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2004,,47.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2005,,48.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2006,,47.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2007,,46.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2008,,47.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2009,,49.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2010,,48.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2011,,47.2,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2012,,46.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2013,,46.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2014,,46.8,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2015,,48.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2016,,49.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2017,,50.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2018,,50.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2019,,51.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2020,,50.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPE(1.0),Employed ICT specialists by educational attainment level,A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),DE,Germany,2021,,53.9,,b,break in time series,,
