unit_of_measure,sex,sex_1,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,M,MALES,DE,GERMANY,2009,79.9
PERCENTAGE,M,MALES,DE,GERMANY,2010,80.5
PERCENTAGE,M,MALES,DE,GERMANY,2011,83.5
PERCENTAGE,M,MALES,DE,GERMANY,2012,84.8
PERCENTAGE,M,MALES,DE,GERMANY,2013,84.4
PERCENTAGE,M,MALES,DE,GERMANY,2014,83.5
PERCENTAGE,M,MALES,DE,GERMANY,2015,83.7
PERCENTAGE,M,MALES,DE,GERMANY,2016,83.4
PERCENTAGE,M,MALES,DE,GERMANY,2017,83.4
PERCENTAGE,M,MALES,DE,GERMANY,2018,83.2
PERCENTAGE,M,MALES,DE,GERMANY,2019,83.2
PERCENTAGE,M,MALES,DE,GERMANY,2020,82.4
PERCENTAGE,M,MALES,DE,GERMANY,2021,80.6
PERCENTAGE,M,MALES,DE,GERMANY,2022,81.0
PERCENTAGE,M,MALES,DE,GERMANY,2023,81.0
PERCENTAGE,M,MALES,DE,GERMANY,2024,80.8
PERCENTAGE,M,MALES,DK,DENMARK,2004,77.0
PERCENTAGE,M,MALES,DK,DENMARK,2005,77.2
PERCENTAGE,M,MALES,DK,DENMARK,2006,77.9
PERCENTAGE,M,MALES,DK,DENMARK,2007,75.1
PERCENTAGE,M,MALES,DK,DENMARK,2008,77.4
PERCENTAGE,M,MALES,DK,DENMARK,2009,77.6
PERCENTAGE,M,MALES,DK,DENMARK,2010,77.7
PERCENTAGE,M,MALES,DK,DENMARK,2011,80.4
PERCENTAGE,M,MALES,DK,DENMARK,2012,80.9
PERCENTAGE,M,MALES,DK,DENMARK,2013,81.1
PERCENTAGE,M,MALES,DK,DENMARK,2014,81.9
PERCENTAGE,M,MALES,DK,DENMARK,2015,79.7
PERCENTAGE,M,MALES,DK,DENMARK,2016,79.0
PERCENTAGE,M,MALES,DK,DENMARK,2017,79.8
PERCENTAGE,M,MALES,DK,DENMARK,2018,79.6
PERCENTAGE,M,MALES,DK,DENMARK,2019,78.4
PERCENTAGE,M,MALES,DK,DENMARK,2020,77.1
PERCENTAGE,M,MALES,DK,DENMARK,2021,77.2
PERCENTAGE,M,MALES,DK,DENMARK,2022,78.0
PERCENTAGE,M,MALES,DK,DENMARK,2023,77.4
PERCENTAGE,M,MALES,DK,DENMARK,2024,78.8
PERCENTAGE,M,MALES,EE,ESTONIA,2004,75.5
PERCENTAGE,M,MALES,EE,ESTONIA,2005,55.9
PERCENTAGE,M,MALES,EE,ESTONIA,2006,68.7
PERCENTAGE,M,MALES,EE,ESTONIA,2007,64.8
PERCENTAGE,M,MALES,EE,ESTONIA,2008,62.6
PERCENTAGE,M,MALES,EE,ESTONIA,2009,60.0
PERCENTAGE,M,MALES,EE,ESTONIA,2010,60.7
PERCENTAGE,M,MALES,EE,ESTONIA,2011,76.3
PERCENTAGE,M,MALES,EE,ESTONIA,2012,73.8
PERCENTAGE,M,MALES,EE,ESTONIA,2013,79.3
PERCENTAGE,M,MALES,EE,ESTONIA,2014,80.6
PERCENTAGE,M,MALES,EE,ESTONIA,2015,77.6
PERCENTAGE,M,MALES,EE,ESTONIA,2016,79.5
PERCENTAGE,M,MALES,EE,ESTONIA,2017,79.7
PERCENTAGE,M,MALES,EE,ESTONIA,2018,77.5
PERCENTAGE,M,MALES,EE,ESTONIA,2019,76.2
PERCENTAGE,M,MALES,EE,ESTONIA,2020,77.3
PERCENTAGE,M,MALES,EE,ESTONIA,2021,77.4
PERCENTAGE,M,MALES,EE,ESTONIA,2022,75.5
PERCENTAGE,M,MALES,EE,ESTONIA,2023,73.2
PERCENTAGE,M,MALES,EE,ESTONIA,2024,72.4
PERCENTAGE,M,MALES,EL,GREECE,2004,66.9
PERCENTAGE,M,MALES,EL,GREECE,2005,65.1
PERCENTAGE,M,MALES,EL,GREECE,2006,65.0
PERCENTAGE,M,MALES,EL,GREECE,2007,63.4
PERCENTAGE,M,MALES,EL,GREECE,2008,61.7
PERCENTAGE,M,MALES,EL,GREECE,2009,62.6
PERCENTAGE,M,MALES,EL,GREECE,2010,63.5
PERCENTAGE,M,MALES,EL,GREECE,2011,81.6
PERCENTAGE,M,MALES,EL,GREECE,2012,79.2
PERCENTAGE,M,MALES,EL,GREECE,2013,79.4
PERCENTAGE,M,MALES,EL,GREECE,2014,79.9
PERCENTAGE,M,MALES,EL,GREECE,2015,83.9
PERCENTAGE,M,MALES,EL,GREECE,2016,83.7
PERCENTAGE,M,MALES,EL,GREECE,2017,84.9
PERCENTAGE,M,MALES,EL,GREECE,2018,85.2
PERCENTAGE,M,MALES,EL,GREECE,2019,80.7
PERCENTAGE,M,MALES,EL,GREECE,2020,74.2
PERCENTAGE,M,MALES,EL,GREECE,2021,79.0
PERCENTAGE,M,MALES,EL,GREECE,2022,79.7
PERCENTAGE,M,MALES,EL,GREECE,2023,80.2
PERCENTAGE,M,MALES,EL,GREECE,2024,84.0
PERCENTAGE,M,MALES,ES,SPAIN,2004,77.9
PERCENTAGE,M,MALES,ES,SPAIN,2005,77.3
PERCENTAGE,M,MALES,ES,SPAIN,2006,77.4
PERCENTAGE,M,MALES,ES,SPAIN,2007,76.7
PERCENTAGE,M,MALES,ES,SPAIN,2008,76.5
PERCENTAGE,M,MALES,ES,SPAIN,2009,77.3
PERCENTAGE,M,MALES,ES,SPAIN,2010,77.3
PERCENTAGE,M,MALES,ES,SPAIN,2011,80.9
PERCENTAGE,M,MALES,ES,SPAIN,2012,81.4
PERCENTAGE,M,MALES,ES,SPAIN,2013,80.9
PERCENTAGE,M,MALES,ES,SPAIN,2014,81.7
PERCENTAGE,M,MALES,ES,SPAIN,2015,82.1
PERCENTAGE,M,MALES,ES,SPAIN,2016,82.8
PERCENTAGE,M,MALES,ES,SPAIN,2017,83.5
PERCENTAGE,M,MALES,ES,SPAIN,2018,82.7
PERCENTAGE,M,MALES,ES,SPAIN,2019,81.0
PERCENTAGE,M,MALES,ES,SPAIN,2020,81.0
PERCENTAGE,M,MALES,ES,SPAIN,2021,80.6
PERCENTAGE,M,MALES,ES,SPAIN,2022,81.9
PERCENTAGE,M,MALES,ES,SPAIN,2023,80.5
PERCENTAGE,M,MALES,ES,SPAIN,2024,80.4
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2004,76.8
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2005,77.1
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2006,76.9
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2007,76.9
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2008,76.9
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2009,77.1
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2010,77.5
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2011,83.1
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,83.0
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,83.3
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,83.8
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,83.5
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,83.0
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,82.8
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,82.8
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,82.2
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,81.6
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,80.9
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,81.1
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,80.6
PERCENTAGE,M,MALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,80.5
PERCENTAGE,M,MALES,FI,FINLAND,2004,75.9
PERCENTAGE,M,MALES,FI,FINLAND,2005,75.0
PERCENTAGE,M,MALES,FI,FINLAND,2006,76.6
PERCENTAGE,M,MALES,FI,FINLAND,2007,76.3
PERCENTAGE,M,MALES,FI,FINLAND,2008,75.7
PERCENTAGE,M,MALES,FI,FINLAND,2009,75.4
PERCENTAGE,M,MALES,FI,FINLAND,2010,76.3
PERCENTAGE,M,MALES,FI,FINLAND,2011,80.9
PERCENTAGE,M,MALES,FI,FINLAND,2012,80.0
PERCENTAGE,M,MALES,FI,FINLAND,2013,79.3
PERCENTAGE,M,MALES,FI,FINLAND,2014,79.2
PERCENTAGE,M,MALES,FI,FINLAND,2015,77.7
PERCENTAGE,M,MALES,FI,FINLAND,2016,79.0
PERCENTAGE,M,MALES,FI,FINLAND,2017,79.6
PERCENTAGE,M,MALES,FI,FINLAND,2018,80.1
PERCENTAGE,M,MALES,FI,FINLAND,2019,78.9
PERCENTAGE,M,MALES,FI,FINLAND,2020,76.7
PERCENTAGE,M,MALES,FI,FINLAND,2021,76.1
PERCENTAGE,M,MALES,FI,FINLAND,2022,76.2
PERCENTAGE,M,MALES,FI,FINLAND,2023,77.8
PERCENTAGE,M,MALES,FI,FINLAND,2024,77.6
PERCENTAGE,M,MALES,FR,FRANCE,2004,76.4
PERCENTAGE,M,MALES,FR,FRANCE,2005,79.1
PERCENTAGE,M,MALES,FR,FRANCE,2006,78.1
PERCENTAGE,M,MALES,FR,FRANCE,2007,79.1
PERCENTAGE,M,MALES,FR,FRANCE,2008,78.8
PERCENTAGE,M,MALES,FR,FRANCE,2009,77.7
PERCENTAGE,M,MALES,FR,FRANCE,2010,77.8
PERCENTAGE,M,MALES,FR,FRANCE,2011,80.5
PERCENTAGE,M,MALES,FR,FRANCE,2012,80.0
PERCENTAGE,M,MALES,FR,FRANCE,2013,80.5
PERCENTAGE,M,MALES,FR,FRANCE,2014,83.1
PERCENTAGE,M,MALES,FR,FRANCE,2015,84.2
PERCENTAGE,M,MALES,FR,FRANCE,2016,82.4
PERCENTAGE,M,MALES,FR,FRANCE,2017,81.5
PERCENTAGE,M,MALES,FR,FRANCE,2018,80.8
PERCENTAGE,M,MALES,FR,FRANCE,2019,80.3
PERCENTAGE,M,MALES,FR,FRANCE,2020,79.9
PERCENTAGE,M,MALES,FR,FRANCE,2021,79.1
PERCENTAGE,M,MALES,FR,FRANCE,2022,81.0
PERCENTAGE,M,MALES,FR,FRANCE,2023,79.9
PERCENTAGE,M,MALES,FR,FRANCE,2024,80.7
PERCENTAGE,M,MALES,HR,CROATIA,2004,78.2
PERCENTAGE,M,MALES,HR,CROATIA,2005,78.9
PERCENTAGE,M,MALES,HR,CROATIA,2006,74.4
PERCENTAGE,M,MALES,HR,CROATIA,2007,81.0
PERCENTAGE,M,MALES,HR,CROATIA,2008,78.5
PERCENTAGE,M,MALES,HR,CROATIA,2009,79.2
PERCENTAGE,M,MALES,HR,CROATIA,2010,76.9
PERCENTAGE,M,MALES,HR,CROATIA,2011,86.1
PERCENTAGE,M,MALES,HR,CROATIA,2012,83.7
PERCENTAGE,M,MALES,HR,CROATIA,2013,81.3
PERCENTAGE,M,MALES,HR,CROATIA,2014,85.6
PERCENTAGE,M,MALES,HR,CROATIA,2015,83.7
PERCENTAGE,M,MALES,HR,CROATIA,2016,86.1
PERCENTAGE,M,MALES,HR,CROATIA,2017,85.2
PERCENTAGE,M,MALES,HR,CROATIA,2018,82.1
PERCENTAGE,M,MALES,HR,CROATIA,2019,78.6
PERCENTAGE,M,MALES,HR,CROATIA,2020,80.6
PERCENTAGE,M,MALES,HR,CROATIA,2021,78.5
PERCENTAGE,M,MALES,HR,CROATIA,2022,85.9
PERCENTAGE,M,MALES,HR,CROATIA,2023,82.5
PERCENTAGE,M,MALES,HR,CROATIA,2024,78.5
PERCENTAGE,M,MALES,HU,HUNGARY,2004,61.6
PERCENTAGE,M,MALES,HU,HUNGARY,2005,62.4
PERCENTAGE,M,MALES,HU,HUNGARY,2006,67.0
PERCENTAGE,M,MALES,HU,HUNGARY,2007,67.4
PERCENTAGE,M,MALES,HU,HUNGARY,2008,66.2
PERCENTAGE,M,MALES,HU,HUNGARY,2009,64.0
PERCENTAGE,M,MALES,HU,HUNGARY,2010,61.6
PERCENTAGE,M,MALES,HU,HUNGARY,2011,90.5
PERCENTAGE,M,MALES,HU,HUNGARY,2012,89.2
PERCENTAGE,M,MALES,HU,HUNGARY,2013,89.6
PERCENTAGE,M,MALES,HU,HUNGARY,2014,88.3
PERCENTAGE,M,MALES,HU,HUNGARY,2015,87.9
PERCENTAGE,M,MALES,HU,HUNGARY,2016,86.8
PERCENTAGE,M,MALES,HU,HUNGARY,2017,90.9
PERCENTAGE,M,MALES,HU,HUNGARY,2018,91.5
PERCENTAGE,M,MALES,HU,HUNGARY,2019,89.4
PERCENTAGE,M,MALES,HU,HUNGARY,2020,87.9
PERCENTAGE,M,MALES,HU,HUNGARY,2021,86.5
PERCENTAGE,M,MALES,HU,HUNGARY,2022,86.7
PERCENTAGE,M,MALES,HU,HUNGARY,2023,84.7
PERCENTAGE,M,MALES,HU,HUNGARY,2024,84.8
PERCENTAGE,M,MALES,IE,IRELAND,2004,64.4
PERCENTAGE,M,MALES,IE,IRELAND,2005,65.9
PERCENTAGE,M,MALES,IE,IRELAND,2006,65.1
PERCENTAGE,M,MALES,IE,IRELAND,2007,67.4
PERCENTAGE,M,MALES,IE,IRELAND,2008,67.7
PERCENTAGE,M,MALES,IE,IRELAND,2009,67.4
PERCENTAGE,M,MALES,IE,IRELAND,2010,68.6
PERCENTAGE,M,MALES,IE,IRELAND,2011,75.8
PERCENTAGE,M,MALES,IE,IRELAND,2012,77.0
PERCENTAGE,M,MALES,IE,IRELAND,2013,76.7
PERCENTAGE,M,MALES,IE,IRELAND,2014,78.9
PERCENTAGE,M,MALES,IE,IRELAND,2015,79.8
PERCENTAGE,M,MALES,IE,IRELAND,2016,78.5
PERCENTAGE,M,MALES,IE,IRELAND,2017,78.9
PERCENTAGE,M,MALES,IE,IRELAND,2018,81.4
PERCENTAGE,M,MALES,IE,IRELAND,2019,78.6
PERCENTAGE,M,MALES,IE,IRELAND,2020,79.4
PERCENTAGE,M,MALES,IE,IRELAND,2021,79.7
PERCENTAGE,M,MALES,IE,IRELAND,2022,78.0
PERCENTAGE,M,MALES,IE,IRELAND,2023,75.7
PERCENTAGE,M,MALES,IE,IRELAND,2024,75.6
PERCENTAGE,M,MALES,IS,ICELAND,2011,82.9
PERCENTAGE,M,MALES,IS,ICELAND,2012,80.8
PERCENTAGE,M,MALES,IS,ICELAND,2013,82.1
PERCENTAGE,M,MALES,IS,ICELAND,2014,79.5
PERCENTAGE,M,MALES,IS,ICELAND,2015,77.0
PERCENTAGE,M,MALES,IS,ICELAND,2016,78.1
PERCENTAGE,M,MALES,IS,ICELAND,2017,83.0
PERCENTAGE,M,MALES,IS,ICELAND,2018,83.1
PERCENTAGE,M,MALES,IS,ICELAND,2019,80.8
PERCENTAGE,M,MALES,IS,ICELAND,2020,79.1
PERCENTAGE,M,MALES,IS,ICELAND,2021,75.9
PERCENTAGE,M,MALES,IS,ICELAND,2022,80.0
PERCENTAGE,M,MALES,IS,ICELAND,2023,81.2
PERCENTAGE,M,MALES,IS,ICELAND,2024,81.4
PERCENTAGE,M,MALES,IT,ITALY,2004,82.2
PERCENTAGE,M,MALES,IT,ITALY,2005,82.6
PERCENTAGE,M,MALES,IT,ITALY,2006,81.9
PERCENTAGE,M,MALES,IT,ITALY,2007,82.4
PERCENTAGE,M,MALES,IT,ITALY,2008,82.8
PERCENTAGE,M,MALES,IT,ITALY,2009,82.8
PERCENTAGE,M,MALES,IT,ITALY,2010,83.3
PERCENTAGE,M,MALES,IT,ITALY,2011,85.3
PERCENTAGE,M,MALES,IT,ITALY,2012,83.7
PERCENTAGE,M,MALES,IT,ITALY,2013,85.6
PERCENTAGE,M,MALES,IT,ITALY,2014,85.7
PERCENTAGE,M,MALES,IT,ITALY,2015,85.2
PERCENTAGE,M,MALES,IT,ITALY,2016,84.5
PERCENTAGE,M,MALES,IT,ITALY,2017,83.9
PERCENTAGE,M,MALES,IT,ITALY,2018,84.9
PERCENTAGE,M,MALES,IT,ITALY,2019,84.9
PERCENTAGE,M,MALES,IT,ITALY,2020,84.4
PERCENTAGE,M,MALES,IT,ITALY,2021,83.9
PERCENTAGE,M,MALES,IT,ITALY,2022,84.0
PERCENTAGE,M,MALES,IT,ITALY,2023,84.3
PERCENTAGE,M,MALES,IT,ITALY,2024,82.9
PERCENTAGE,M,MALES,LT,LITHUANIA,2004,62.4
PERCENTAGE,M,MALES,LT,LITHUANIA,2005,66.2
PERCENTAGE,M,MALES,LT,LITHUANIA,2006,67.3
PERCENTAGE,M,MALES,LT,LITHUANIA,2007,70.2
PERCENTAGE,M,MALES,LT,LITHUANIA,2008,55.4
PERCENTAGE,M,MALES,LT,LITHUANIA,2009,65.4
PERCENTAGE,M,MALES,LT,LITHUANIA,2010,67.6
PERCENTAGE,M,MALES,LT,LITHUANIA,2011,80.4
PERCENTAGE,M,MALES,LT,LITHUANIA,2012,77.3
PERCENTAGE,M,MALES,LT,LITHUANIA,2013,82.1
PERCENTAGE,M,MALES,LT,LITHUANIA,2014,83.0
PERCENTAGE,M,MALES,LT,LITHUANIA,2015,79.5
PERCENTAGE,M,MALES,LT,LITHUANIA,2016,75.0
PERCENTAGE,M,MALES,LT,LITHUANIA,2017,74.1
PERCENTAGE,M,MALES,LT,LITHUANIA,2018,74.2
PERCENTAGE,M,MALES,LT,LITHUANIA,2019,75.7
PERCENTAGE,M,MALES,LT,LITHUANIA,2020,76.3
PERCENTAGE,M,MALES,LT,LITHUANIA,2021,76.3
PERCENTAGE,M,MALES,LT,LITHUANIA,2022,77.0
PERCENTAGE,M,MALES,LT,LITHUANIA,2023,80.0
PERCENTAGE,M,MALES,LT,LITHUANIA,2024,81.8
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2004,86.0
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2005,75.8
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2006,88.1
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2007,84.4
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2008,92.1
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2009,84.7
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2010,86.3
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2011,87.4
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2012,89.6
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2013,87.8
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2014,88.3
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2015,86.3
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2016,87.5
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2017,88.5
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2018,86.4
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2019,84.5
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2020,80.0
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2021,80.3
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2022,79.3
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2023,77.5
PERCENTAGE,M,MALES,LU,LUXEMBOURG,2024,82.6
PERCENTAGE,M,MALES,LV,LATVIA,2004,68.3
PERCENTAGE,M,MALES,LV,LATVIA,2005,55.9
PERCENTAGE,M,MALES,LV,LATVIA,2006,70.3
PERCENTAGE,M,MALES,LV,LATVIA,2007,71.2
PERCENTAGE,M,MALES,LV,LATVIA,2008,69.4
PERCENTAGE,M,MALES,LV,LATVIA,2009,70.0
PERCENTAGE,M,MALES,LV,LATVIA,2010,70.2
PERCENTAGE,M,MALES,LV,LATVIA,2011,75.8
PERCENTAGE,M,MALES,LV,LATVIA,2012,78.8
PERCENTAGE,M,MALES,LV,LATVIA,2013,76.8
PERCENTAGE,M,MALES,LV,LATVIA,2014,73.9
PERCENTAGE,M,MALES,LV,LATVIA,2015,72.4
PERCENTAGE,M,MALES,LV,LATVIA,2016,73.3
PERCENTAGE,M,MALES,LV,LATVIA,2017,74.3
PERCENTAGE,M,MALES,LV,LATVIA,2018,79.9
PERCENTAGE,M,MALES,LV,LATVIA,2019,75.9
PERCENTAGE,M,MALES,LV,LATVIA,2020,76.5
PERCENTAGE,M,MALES,LV,LATVIA,2021,77.5
PERCENTAGE,M,MALES,LV,LATVIA,2022,77.2
PERCENTAGE,M,MALES,LV,LATVIA,2023,76.1
PERCENTAGE,M,MALES,LV,LATVIA,2024,73.2
PERCENTAGE,M,MALES,ME,MONTENEGRO,2011,81.0
PERCENTAGE,M,MALES,ME,MONTENEGRO,2012,67.0
PERCENTAGE,M,MALES,ME,MONTENEGRO,2013,72.9
PERCENTAGE,M,MALES,ME,MONTENEGRO,2014,83.1
PERCENTAGE,M,MALES,ME,MONTENEGRO,2015,84.1
PERCENTAGE,M,MALES,ME,MONTENEGRO,2016,87.3
PERCENTAGE,M,MALES,ME,MONTENEGRO,2017,70.6
PERCENTAGE,M,MALES,ME,MONTENEGRO,2018,72.4
PERCENTAGE,M,MALES,ME,MONTENEGRO,2019,75.8
PERCENTAGE,M,MALES,ME,MONTENEGRO,2020,83.6
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2011,77.0
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2012,76.1
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2013,73.5
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2014,71.2
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2015,78.3
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2016,72.7
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2017,73.0
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2018,75.9
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2019,75.6
PERCENTAGE,M,MALES,MK,NORTH MACEDONIA,2020,76.7
PERCENTAGE,M,MALES,MT,MALTA,2004,78.6
PERCENTAGE,M,MALES,MT,MALTA,2005,82.0
PERCENTAGE,M,MALES,MT,MALTA,2006,73.3
PERCENTAGE,M,MALES,MT,MALTA,2007,76.8
PERCENTAGE,M,MALES,MT,MALTA,2008,78.4
PERCENTAGE,M,MALES,MT,MALTA,2009,75.9
PERCENTAGE,M,MALES,MT,MALTA,2010,71.6
PERCENTAGE,M,MALES,MT,MALTA,2011,82.8
PERCENTAGE,M,MALES,MT,MALTA,2012,89.6
PERCENTAGE,M,MALES,MT,MALTA,2013,86.1
PERCENTAGE,M,MALES,MT,MALTA,2014,84.8
PERCENTAGE,M,MALES,MT,MALTA,2015,83.0
PERCENTAGE,M,MALES,MT,MALTA,2016,87.7
PERCENTAGE,M,MALES,MT,MALTA,2017,89.2
PERCENTAGE,M,MALES,MT,MALTA,2018,82.0
PERCENTAGE,M,MALES,MT,MALTA,2019,88.8
PERCENTAGE,M,MALES,MT,MALTA,2020,89.5
PERCENTAGE,M,MALES,MT,MALTA,2021,78.0
PERCENTAGE,M,MALES,MT,MALTA,2022,82.2
PERCENTAGE,M,MALES,MT,MALTA,2023,86.5
PERCENTAGE,M,MALES,MT,MALTA,2024,85.3
PERCENTAGE,M,MALES,NL,NETHERLANDS,2004,86.4
PERCENTAGE,M,MALES,NL,NETHERLANDS,2005,86.4
PERCENTAGE,M,MALES,NL,NETHERLANDS,2006,84.5
PERCENTAGE,M,MALES,NL,NETHERLANDS,2007,84.7
PERCENTAGE,M,MALES,NL,NETHERLANDS,2008,84.4
PERCENTAGE,M,MALES,NL,NETHERLANDS,2009,84.6
PERCENTAGE,M,MALES,NL,NETHERLANDS,2010,85.4
PERCENTAGE,M,MALES,NL,NETHERLANDS,2011,87.1
PERCENTAGE,M,MALES,NL,NETHERLANDS,2012,86.9
PERCENTAGE,M,MALES,NL,NETHERLANDS,2013,85.7
PERCENTAGE,M,MALES,NL,NETHERLANDS,2014,86.8
PERCENTAGE,M,MALES,NL,NETHERLANDS,2015,86.1
PERCENTAGE,M,MALES,NL,NETHERLANDS,2016,85.0
PERCENTAGE,M,MALES,NL,NETHERLANDS,2017,83.7
PERCENTAGE,M,MALES,NL,NETHERLANDS,2018,84.1
PERCENTAGE,M,MALES,NL,NETHERLANDS,2019,82.7
PERCENTAGE,M,MALES,NL,NETHERLANDS,2020,82.4
PERCENTAGE,M,MALES,NL,NETHERLANDS,2021,82.5
PERCENTAGE,M,MALES,NL,NETHERLANDS,2022,80.6
PERCENTAGE,M,MALES,NL,NETHERLANDS,2023,81.1
PERCENTAGE,M,MALES,NL,NETHERLANDS,2024,81.3
PERCENTAGE,M,MALES,NO,NORWAY,2011,83.4
PERCENTAGE,M,MALES,NO,NORWAY,2012,83.9
PERCENTAGE,M,MALES,NO,NORWAY,2013,84.0
PERCENTAGE,M,MALES,NO,NORWAY,2014,83.4
PERCENTAGE,M,MALES,NO,NORWAY,2015,81.2
PERCENTAGE,M,MALES,NO,NORWAY,2016,82.8
PERCENTAGE,M,MALES,NO,NORWAY,2017,81.3
PERCENTAGE,M,MALES,NO,NORWAY,2018,77.9
PERCENTAGE,M,MALES,NO,NORWAY,2019,79.4
PERCENTAGE,M,MALES,NO,NORWAY,2020,80.6
PERCENTAGE,M,MALES,NO,NORWAY,2021,80.9
PERCENTAGE,M,MALES,NO,NORWAY,2022,80.2
PERCENTAGE,M,MALES,NO,NORWAY,2023,78.3
PERCENTAGE,M,MALES,NO,NORWAY,2024,78.7
PERCENTAGE,M,MALES,PL,POLAND,2004,68.0
PERCENTAGE,M,MALES,PL,POLAND,2005,69.3
PERCENTAGE,M,MALES,PL,POLAND,2006,68.7
PERCENTAGE,M,MALES,PL,POLAND,2007,69.4
PERCENTAGE,M,MALES,PL,POLAND,2008,69.8
PERCENTAGE,M,MALES,PL,POLAND,2009,69.7
PERCENTAGE,M,MALES,PL,POLAND,2010,70.2
PERCENTAGE,M,MALES,PL,POLAND,2011,85.8
PERCENTAGE,M,MALES,PL,POLAND,2012,83.9
PERCENTAGE,M,MALES,PL,POLAND,2013,85.6
PERCENTAGE,M,MALES,PL,POLAND,2014,85.9
PERCENTAGE,M,MALES,PL,POLAND,2015,86.4
PERCENTAGE,M,MALES,PL,POLAND,2016,85.4
PERCENTAGE,M,MALES,PL,POLAND,2017,85.2
PERCENTAGE,M,MALES,PL,POLAND,2018,86.0
PERCENTAGE,M,MALES,PL,POLAND,2019,85.6
PERCENTAGE,M,MALES,PL,POLAND,2020,84.8
PERCENTAGE,M,MALES,PL,POLAND,2021,84.4
PERCENTAGE,M,MALES,PL,POLAND,2022,83.3
PERCENTAGE,M,MALES,PL,POLAND,2023,80.9
PERCENTAGE,M,MALES,PL,POLAND,2024,82.5
PERCENTAGE,M,MALES,PT,PORTUGAL,2004,71.0
PERCENTAGE,M,MALES,PT,PORTUGAL,2005,76.1
PERCENTAGE,M,MALES,PT,PORTUGAL,2006,77.3
