structure,structure_id,structure_name,freq,time_frequency,unit,unit_of_measure,age,age_class,geo,geopolitical_entity_reporting,time_period,time,obs_value,observation_value,obs_flag,observation_status_flag_v2_structure,conf_status,confidentiality_status_flag
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2012,,12.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2013,,14.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2014,,13.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2015,,13.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2016,,11.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2017,,12.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2018,,14.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2019,,14.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2020,,17.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2021,,16.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2022,,15.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2023,,13.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SI,Slovenia,2024,,16.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2004,,31.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2005,,37.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2006,,46.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2007,,48.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2008,,47.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2009,,43.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2010,,42.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2011,,35.0,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2012,,31.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2013,,31.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2014,,33.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2015,,34.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2016,,34.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2017,,31.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2018,,39.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2019,,41.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2020,,41.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2021,,43.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2022,,44.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2023,,37.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,SK,Slovakia,2024,,39.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2011,,152.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2012,,191.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2013,,192.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2014,,202.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2015,,212.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2016,,210.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2017,,222.0,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2018,,221.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2019,,208.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2020,,213.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2021,,238.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2022,,290.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2023,,278.1,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,TR,Türkiye,2024,,286.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2011,,504.3,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2012,,527.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2013,,532.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2014,,559.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2015,,570.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2016,,586.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2017,,585.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2018,,629.3,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y15-34,From 15 to 34 years,UK,United Kingdom,2019,,646.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2004,,55.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2005,,58.7,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2006,,65.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2007,,67.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2008,,68.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2009,,73.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2010,,75.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2011,,82.1,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2012,,83.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2013,,87.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2014,,85.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2015,,98.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2016,,106.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2017,,110.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2018,,118.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2019,,109.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2020,,115.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2021,,115.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2022,,141.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2023,,142.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,AT,Austria,2024,,143.6,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BA,Bosnia and Herzegovina,2021,,8.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BA,Bosnia and Herzegovina,2022,,8.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BA,Bosnia and Herzegovina,2023,,9.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BA,Bosnia and Herzegovina,2024,,11.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2004,,77.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2005,,83.4,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2006,,90.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2007,,107.6,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2008,,100.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2009,,108.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2010,,123.5,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2011,,114.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2012,,123.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2013,,123.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2014,,123.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2015,,125.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2016,,125.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2017,,150.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2018,,158.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2019,,153.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2020,,156.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2021,,181.6,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2022,,188.9,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2023,,181.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BE,Belgium,2024,,184.0,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2004,,41.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2005,,39.6,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2006,,43.8,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2007,,47.2,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2008,,48.1,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2009,,45.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2010,,40.9,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2011,,34.5,,be,"break in time series, estimated",,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2012,,37.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2013,,38.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2014,,39.9,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2015,,48.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2016,,49.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2017,,49.1,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2018,,53.4,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2019,,51.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2020,,57.7,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2021,,60.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2022,,69.7,,e,estimated,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2023,,77.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,BG,Bulgaria,2024,,85.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2011,,115.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2012,,127.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2013,,129.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2014,,129.3,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2015,,135.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2016,,141.8,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2017,,141.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2018,,147.2,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2019,,157.4,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2020,,154.5,,,,,
dataflow,ESTAT:ISOC_SKS_ITSPA(1.0),Employed ICT specialists by age,A,Annual,THS_PER,Thousand persons,Y35-74,From 35 to 74 years,CH,Switzerland,2021,,156.9,,b,break in time series,,
