unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,Geopolitical entity (reporting)
PERCENTAGE,GR,IONIA NISIA,2023-Q3,5.0,Greece
PERCENTAGE,GR,IONIA NISIA,2023-Q4,4.5,Greece
PERCENTAGE,GR,IONIA NISIA,2024-Q1,3.3,Greece
PERCENTAGE,GR,IONIA NISIA,2024-Q2,4.6,Greece
PERCENTAGE,GR,IONIA NISIA,2024-Q3,4.8,Greece
PERCENTAGE,GR,IONIA NISIA,2024-Q4,6.1,Greece
PERCENTAGE,GR,IONIA NISIA,2025-Q1,3.6,Greece
PERCENTAGE,GR,IONIA NISIA,2025-Q2,5.0,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2019-Q4,3.5,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2020-Q1,2.6,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2020-Q2,2.6,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2020-Q3,6.0,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2020-Q4,9.1,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2021-Q1,6.9,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2021-Q2,13.8,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2021-Q3,11.7,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2021-Q4,8.0,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2022-Q1,9.6,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2022-Q2,6.6,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2022-Q3,9.2,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2022-Q4,8.1,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2023-Q1,8.6,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2023-Q2,8.1,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2023-Q3,7.6,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2023-Q4,7.6,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2024-Q1,6.6,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2024-Q2,9.2,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2024-Q3,8.7,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2024-Q4,10.0,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2025-Q1,9.7,Greece
PERCENTAGE,GR,DYTIKI ELLÁDA,2025-Q2,10.9,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2019-Q4,0.0,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2020-Q4,5.0,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2021-Q1,4.7,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2021-Q3,5.0,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2021-Q4,6.2,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2022-Q1,4.9,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2022-Q2,3.9,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2022-Q3,5.2,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2022-Q4,6.6,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2023-Q1,5.3,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2023-Q2,5.5,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2023-Q3,3.6,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2023-Q4,3.4,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2024-Q1,3.8,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2024-Q2,3.3,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2024-Q3,3.9,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2024-Q4,4.1,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2025-Q1,3.1,Greece
PERCENTAGE,GR,STEREA ELLÁDA,2025-Q2,2.0,Greece
PERCENTAGE,GR,PELOPONNISOS,2020-Q3,1.8,Greece
PERCENTAGE,GR,PELOPONNISOS,2020-Q4,5.1,Greece
PERCENTAGE,GR,PELOPONNISOS,2021-Q1,8.9,Greece
PERCENTAGE,GR,PELOPONNISOS,2021-Q2,6.3,Greece
PERCENTAGE,GR,PELOPONNISOS,2021-Q3,9.9,Greece
PERCENTAGE,GR,PELOPONNISOS,2021-Q4,10.9,Greece
PERCENTAGE,GR,PELOPONNISOS,2022-Q1,11.0,Greece
PERCENTAGE,GR,PELOPONNISOS,2022-Q2,11.6,Greece
PERCENTAGE,GR,PELOPONNISOS,2022-Q3,11.0,Greece
PERCENTAGE,GR,PELOPONNISOS,2022-Q4,12.0,Greece
PERCENTAGE,GR,PELOPONNISOS,2023-Q1,9.9,Greece
PERCENTAGE,GR,PELOPONNISOS,2023-Q2,4.5,Greece
PERCENTAGE,GR,PELOPONNISOS,2023-Q3,8.0,Greece
PERCENTAGE,GR,PELOPONNISOS,2023-Q4,7.4,Greece
PERCENTAGE,GR,PELOPONNISOS,2024-Q1,6.9,Greece
PERCENTAGE,GR,PELOPONNISOS,2024-Q2,6.0,Greece
PERCENTAGE,GR,PELOPONNISOS,2024-Q3,6.2,Greece
PERCENTAGE,GR,PELOPONNISOS,2024-Q4,7.1,Greece
PERCENTAGE,GR,PELOPONNISOS,2025-Q1,6.9,Greece
PERCENTAGE,GR,PELOPONNISOS,2025-Q2,6.0,Greece
PERCENTAGE,ES,SPAIN,2019-Q4,12.8,Spain
PERCENTAGE,ES,SPAIN,2020-Q1,13.0,Spain
PERCENTAGE,ES,SPAIN,2020-Q2,13.6,Spain
PERCENTAGE,ES,SPAIN,2020-Q3,13.9,Spain
PERCENTAGE,ES,SPAIN,2020-Q4,14.6,Spain
PERCENTAGE,ES,SPAIN,2021-Q1,15.2,Spain
PERCENTAGE,ES,SPAIN,2021-Q2,14.5,Spain
PERCENTAGE,ES,SPAIN,2021-Q3,14.0,Spain
PERCENTAGE,ES,SPAIN,2021-Q4,13.5,Spain
PERCENTAGE,ES,SPAIN,2022-Q1,13.0,Spain
PERCENTAGE,ES,SPAIN,2022-Q2,13.2,Spain
PERCENTAGE,ES,SPAIN,2022-Q3,13.5,Spain
PERCENTAGE,ES,SPAIN,2022-Q4,12.1,Spain
PERCENTAGE,ES,SPAIN,2023-Q1,12.1,Spain
PERCENTAGE,ES,SPAIN,2023-Q2,11.8,Spain
PERCENTAGE,ES,SPAIN,2023-Q3,11.6,Spain
PERCENTAGE,ES,SPAIN,2023-Q4,12.0,Spain
PERCENTAGE,ES,SPAIN,2024-Q1,11.7,Spain
PERCENTAGE,ES,SPAIN,2024-Q2,11.2,Spain
PERCENTAGE,ES,SPAIN,2024-Q3,10.5,Spain
PERCENTAGE,ES,SPAIN,2024-Q4,10.4,Spain
PERCENTAGE,ES,SPAIN,2025-Q1,10.5,Spain
PERCENTAGE,ES,SPAIN,2025-Q2,10.8,Spain
PERCENTAGE,ES,GALICIA,2019-Q4,8.5,Spain
PERCENTAGE,ES,GALICIA,2020-Q1,9.9,Spain
PERCENTAGE,ES,GALICIA,2020-Q2,10.3,Spain
PERCENTAGE,ES,GALICIA,2020-Q3,10.3,Spain
PERCENTAGE,ES,GALICIA,2020-Q4,10.8,Spain
PERCENTAGE,ES,GALICIA,2021-Q1,10.6,Spain
PERCENTAGE,ES,GALICIA,2021-Q2,9.9,Spain
PERCENTAGE,ES,GALICIA,2021-Q3,9.7,Spain
PERCENTAGE,ES,GALICIA,2021-Q4,9.2,Spain
PERCENTAGE,ES,GALICIA,2022-Q1,8.7,Spain
PERCENTAGE,ES,GALICIA,2022-Q2,8.7,Spain
PERCENTAGE,ES,GALICIA,2022-Q3,8.4,Spain
PERCENTAGE,ES,GALICIA,2022-Q4,7.8,Spain
PERCENTAGE,ES,GALICIA,2023-Q1,8.2,Spain
PERCENTAGE,ES,GALICIA,2023-Q2,8.2,Spain
PERCENTAGE,ES,GALICIA,2023-Q3,7.9,Spain
PERCENTAGE,ES,GALICIA,2023-Q4,8.2,Spain
PERCENTAGE,ES,GALICIA,2024-Q1,7.4,Spain
PERCENTAGE,ES,GALICIA,2024-Q2,7.3,Spain
PERCENTAGE,ES,GALICIA,2024-Q3,6.9,Spain
PERCENTAGE,ES,GALICIA,2024-Q4,6.7,Spain
PERCENTAGE,ES,GALICIA,2025-Q1,6.5,Spain
PERCENTAGE,ES,GALICIA,2025-Q2,6.7,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2019-Q4,1.9,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2020-Q1,9.3,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2020-Q2,10.5,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2020-Q3,10.0,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2020-Q4,8.3,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2021-Q1,10.1,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2021-Q2,9.4,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2021-Q3,9.0,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2021-Q4,8.9,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2022-Q1,8.3,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2022-Q2,8.2,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2022-Q3,8.2,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2022-Q4,5.3,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2023-Q1,5.1,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2023-Q2,5.9,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2023-Q3,6.1,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2023-Q4,7.7,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2024-Q1,6.5,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2024-Q2,6.3,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2024-Q3,5.8,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2024-Q4,5.9,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2025-Q1,6.7,Spain
PERCENTAGE,ES,PRINCIPADO DE ASTURIAS,2025-Q2,6.7,Spain
PERCENTAGE,ES,CANTABRIA,2019-Q4,7.0,Spain
PERCENTAGE,ES,CANTABRIA,2020-Q1,7.1,Spain
PERCENTAGE,ES,CANTABRIA,2020-Q2,9.3,Spain
PERCENTAGE,ES,CANTABRIA,2020-Q3,4.1,Spain
PERCENTAGE,ES,CANTABRIA,2020-Q4,4.1,Spain
PERCENTAGE,ES,CANTABRIA,2021-Q1,10.6,Spain
PERCENTAGE,ES,CANTABRIA,2021-Q2,8.7,Spain
PERCENTAGE,ES,CANTABRIA,2021-Q3,8.2,Spain
PERCENTAGE,ES,CANTABRIA,2021-Q4,8.1,Spain
PERCENTAGE,ES,CANTABRIA,2022-Q1,8.2,Spain
PERCENTAGE,ES,CANTABRIA,2022-Q2,7.6,Spain
PERCENTAGE,ES,CANTABRIA,2022-Q3,6.5,Spain
PERCENTAGE,ES,CANTABRIA,2022-Q4,6.7,Spain
PERCENTAGE,ES,CANTABRIA,2023-Q1,6.9,Spain
PERCENTAGE,ES,CANTABRIA,2023-Q2,6.9,Spain
PERCENTAGE,ES,CANTABRIA,2023-Q3,7.3,Spain
PERCENTAGE,ES,CANTABRIA,2023-Q4,7.5,Spain
PERCENTAGE,ES,CANTABRIA,2024-Q1,9.1,Spain
PERCENTAGE,ES,CANTABRIA,2024-Q2,9.4,Spain
PERCENTAGE,ES,CANTABRIA,2024-Q3,8.5,Spain
PERCENTAGE,ES,CANTABRIA,2024-Q4,8.2,Spain
PERCENTAGE,ES,CANTABRIA,2025-Q1,7.7,Spain
PERCENTAGE,ES,CANTABRIA,2025-Q2,7.0,Spain
PERCENTAGE,ES,PAÍS VASCO,2019-Q4,8.9,Spain
PERCENTAGE,ES,PAÍS VASCO,2020-Q1,10.5,Spain
PERCENTAGE,ES,PAÍS VASCO,2020-Q2,11.1,Spain
PERCENTAGE,ES,PAÍS VASCO,2020-Q3,12.1,Spain
PERCENTAGE,ES,PAÍS VASCO,2020-Q4,13.0,Spain
PERCENTAGE,ES,PAÍS VASCO,2021-Q1,13.7,Spain
PERCENTAGE,ES,PAÍS VASCO,2021-Q2,13.0,Spain
PERCENTAGE,ES,PAÍS VASCO,2021-Q3,12.4,Spain
PERCENTAGE,ES,PAÍS VASCO,2021-Q4,12.0,Spain
PERCENTAGE,ES,PAÍS VASCO,2022-Q1,11.7,Spain
PERCENTAGE,ES,PAÍS VASCO,2022-Q2,11.6,Spain
PERCENTAGE,ES,PAÍS VASCO,2022-Q3,12.0,Spain
PERCENTAGE,ES,PAÍS VASCO,2022-Q4,10.1,Spain
PERCENTAGE,ES,PAÍS VASCO,2023-Q1,10.1,Spain
PERCENTAGE,ES,PAÍS VASCO,2023-Q2,10.0,Spain
PERCENTAGE,ES,PAÍS VASCO,2023-Q3,10.0,Spain
PERCENTAGE,ES,PAÍS VASCO,2023-Q4,11.0,Spain
PERCENTAGE,ES,PAÍS VASCO,2024-Q1,10.6,Spain
PERCENTAGE,ES,PAÍS VASCO,2024-Q2,10.2,Spain
PERCENTAGE,ES,PAÍS VASCO,2024-Q3,9.4,Spain
PERCENTAGE,ES,PAÍS VASCO,2024-Q4,9.4,Spain
PERCENTAGE,ES,PAÍS VASCO,2025-Q1,9.1,Spain
PERCENTAGE,ES,PAÍS VASCO,2025-Q2,8.9,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2019-Q4,6.8,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2020-Q1,4.7,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2020-Q2,4.0,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2020-Q3,7.8,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2020-Q4,8.5,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2021-Q1,7.8,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2021-Q2,8.0,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2021-Q3,9.2,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2021-Q4,8.8,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2022-Q1,8.4,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2022-Q2,8.1,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2022-Q3,8.6,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2022-Q4,7.2,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2023-Q1,7.4,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2023-Q2,7.6,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2023-Q3,8.5,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2023-Q4,8.4,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2024-Q1,10.6,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2024-Q2,11.0,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2024-Q3,10.4,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2024-Q4,11.2,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2025-Q1,11.4,Spain
PERCENTAGE,ES,COMUNIDAD FORAL DE NAVARRA,2025-Q2,11.0,Spain
PERCENTAGE,ES,LA RIOJA,2019-Q4,5.6,Spain
PERCENTAGE,ES,LA RIOJA,2020-Q1,5.6,Spain
PERCENTAGE,ES,LA RIOJA,2020-Q2,5.9,Spain
PERCENTAGE,ES,LA RIOJA,2020-Q3,6.9,Spain
PERCENTAGE,ES,LA RIOJA,2020-Q4,7.1,Spain
PERCENTAGE,ES,LA RIOJA,2021-Q1,7.3,Spain
PERCENTAGE,ES,LA RIOJA,2021-Q2,7.0,Spain
PERCENTAGE,ES,LA RIOJA,2021-Q3,7.2,Spain
PERCENTAGE,ES,LA RIOJA,2021-Q4,7.2,Spain
PERCENTAGE,ES,LA RIOJA,2022-Q1,7.9,Spain
PERCENTAGE,ES,LA RIOJA,2022-Q2,8.2,Spain
PERCENTAGE,ES,LA RIOJA,2022-Q3,7.6,Spain
PERCENTAGE,ES,LA RIOJA,2022-Q4,8.0,Spain
PERCENTAGE,ES,LA RIOJA,2023-Q1,6.8,Spain
PERCENTAGE,ES,LA RIOJA,2023-Q2,5.3,Spain
PERCENTAGE,ES,LA RIOJA,2023-Q3,6.9,Spain
PERCENTAGE,ES,LA RIOJA,2023-Q4,5.8,Spain
PERCENTAGE,ES,LA RIOJA,2024-Q1,6.5,Spain
PERCENTAGE,ES,LA RIOJA,2024-Q2,6.3,Spain
PERCENTAGE,ES,LA RIOJA,2024-Q3,5.8,Spain
PERCENTAGE,ES,LA RIOJA,2024-Q4,5.5,Spain
PERCENTAGE,ES,LA RIOJA,2025-Q1,6.1,Spain
PERCENTAGE,ES,LA RIOJA,2025-Q2,4.5,Spain
PERCENTAGE,ES,ARAGÓN,2019-Q4,8.5,Spain
PERCENTAGE,ES,ARAGÓN,2020-Q1,9.7,Spain
PERCENTAGE,ES,ARAGÓN,2020-Q2,9.8,Spain
PERCENTAGE,ES,ARAGÓN,2020-Q3,10.0,Spain
PERCENTAGE,ES,ARAGÓN,2020-Q4,10.1,Spain
PERCENTAGE,ES,ARAGÓN,2021-Q1,10.3,Spain
PERCENTAGE,ES,ARAGÓN,2021-Q2,9.9,Spain
PERCENTAGE,ES,ARAGÓN,2021-Q3,9.4,Spain
PERCENTAGE,ES,ARAGÓN,2021-Q4,9.3,Spain
PERCENTAGE,ES,ARAGÓN,2022-Q1,9.5,Spain
PERCENTAGE,ES,ARAGÓN,2022-Q2,10.5,Spain
PERCENTAGE,ES,ARAGÓN,2022-Q3,10.1,Spain
PERCENTAGE,ES,ARAGÓN,2022-Q4,9.2,Spain
PERCENTAGE,ES,ARAGÓN,2023-Q1,9.8,Spain
PERCENTAGE,ES,ARAGÓN,2023-Q2,9.2,Spain
PERCENTAGE,ES,ARAGÓN,2023-Q3,8.7,Spain
PERCENTAGE,ES,ARAGÓN,2023-Q4,9.1,Spain
PERCENTAGE,ES,ARAGÓN,2024-Q1,9.3,Spain
PERCENTAGE,ES,ARAGÓN,2024-Q2,9.0,Spain
PERCENTAGE,ES,ARAGÓN,2024-Q3,8.7,Spain
PERCENTAGE,ES,ARAGÓN,2024-Q4,8.7,Spain
PERCENTAGE,ES,ARAGÓN,2025-Q1,8.4,Spain
PERCENTAGE,ES,ARAGÓN,2025-Q2,8.3,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2019-Q4,26.1,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2020-Q1,26.1,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2020-Q2,26.9,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2020-Q3,27.2,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2020-Q4,28.6,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2021-Q1,29.0,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2021-Q2,27.4,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2021-Q3,26.6,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2021-Q4,25.6,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2022-Q1,24.7,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2022-Q2,25.0,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2022-Q3,25.3,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2022-Q4,22.5,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2023-Q1,21.6,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2023-Q2,20.5,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2023-Q3,19.8,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2023-Q4,20.8,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2024-Q1,20.5,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2024-Q2,20.1,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2024-Q3,19.3,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2024-Q4,19.0,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2025-Q1,19.6,Spain
PERCENTAGE,ES,COMUNIDAD DE MADRID,2025-Q2,20.2,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2019-Q4,7.9,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2020-Q1,8.3,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2020-Q2,8.2,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2020-Q3,8.2,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2020-Q4,8.0,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2021-Q1,8.0,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2021-Q2,8.0,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2021-Q3,8.1,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2021-Q4,8.1,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2022-Q1,6.9,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2022-Q2,6.9,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2022-Q3,8.7,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2022-Q4,9.2,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2023-Q1,9.2,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2023-Q2,9.0,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2023-Q3,8.6,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2023-Q4,8.2,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2024-Q1,8.1,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2024-Q2,8.2,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2024-Q3,7.8,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2024-Q4,7.8,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2025-Q1,8.1,Spain
PERCENTAGE,ES,CASTILLA Y LEÓN,2025-Q2,8.2,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2019-Q4,6.7,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2020-Q1,7.0,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2020-Q2,6.3,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2020-Q3,7.4,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2020-Q4,7.6,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2021-Q1,8.5,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2021-Q2,8.5,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2021-Q3,8.7,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2021-Q4,8.5,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2022-Q1,8.2,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2022-Q2,8.4,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2022-Q3,8.5,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2022-Q4,6.1,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2023-Q1,7.2,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2023-Q2,6.8,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2023-Q3,6.9,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2023-Q4,8.6,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2024-Q1,7.9,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2024-Q2,8.0,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2024-Q3,7.6,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2024-Q4,7.3,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2025-Q1,6.7,Spain
PERCENTAGE,ES,CASTILLA-LA MANCHA,2025-Q2,6.9,Spain
PERCENTAGE,ES,EXTREMADURA,2019-Q4,5.3,Spain
PERCENTAGE,ES,EXTREMADURA,2020-Q1,5.1,Spain
PERCENTAGE,ES,EXTREMADURA,2020-Q2,7.0,Spain
PERCENTAGE,ES,EXTREMADURA,2020-Q3,7.1,Spain
PERCENTAGE,ES,EXTREMADURA,2020-Q4,6.7,Spain
PERCENTAGE,ES,EXTREMADURA,2021-Q1,8.5,Spain
PERCENTAGE,ES,EXTREMADURA,2021-Q2,7.5,Spain
PERCENTAGE,ES,EXTREMADURA,2021-Q3,7.1,Spain
PERCENTAGE,ES,EXTREMADURA,2021-Q4,6.1,Spain
PERCENTAGE,ES,EXTREMADURA,2022-Q1,6.9,Spain
PERCENTAGE,ES,EXTREMADURA,2022-Q2,6.7,Spain
PERCENTAGE,ES,EXTREMADURA,2022-Q3,6.9,Spain
PERCENTAGE,ES,EXTREMADURA,2022-Q4,6.2,Spain
PERCENTAGE,ES,EXTREMADURA,2023-Q1,6.5,Spain
PERCENTAGE,ES,EXTREMADURA,2023-Q2,6.3,Spain
PERCENTAGE,ES,EXTREMADURA,2023-Q3,6.4,Spain
PERCENTAGE,ES,EXTREMADURA,2023-Q4,6.5,Spain
PERCENTAGE,ES,EXTREMADURA,2024-Q1,6.3,Spain
PERCENTAGE,ES,EXTREMADURA,2024-Q2,6.3,Spain
PERCENTAGE,ES,EXTREMADURA,2024-Q3,6.8,Spain
PERCENTAGE,ES,EXTREMADURA,2024-Q4,8.4,Spain
PERCENTAGE,ES,EXTREMADURA,2025-Q1,8.1,Spain
PERCENTAGE,ES,EXTREMADURA,2025-Q2,10.3,Spain
PERCENTAGE,ES,CATALUÑA,2019-Q4,13.6,Spain
PERCENTAGE,ES,CATALUÑA,2020-Q1,13.5,Spain
PERCENTAGE,ES,CATALUÑA,2020-Q2,14.0,Spain
PERCENTAGE,ES,CATALUÑA,2020-Q3,13.6,Spain
PERCENTAGE,ES,CATALUÑA,2020-Q4,14.2,Spain
PERCENTAGE,ES,CATALUÑA,2021-Q1,15.0,Spain
PERCENTAGE,ES,CATALUÑA,2021-Q2,14.3,Spain
PERCENTAGE,ES,CATALUÑA,2021-Q3,13.6,Spain
PERCENTAGE,ES,CATALUÑA,2021-Q4,13.2,Spain
PERCENTAGE,ES,CATALUÑA,2022-Q1,12.7,Spain
PERCENTAGE,ES,CATALUÑA,2022-Q2,12.6,Spain
PERCENTAGE,ES,CATALUÑA,2022-Q3,12.8,Spain
PERCENTAGE,ES,CATALUÑA,2022-Q4,12.0,Spain
PERCENTAGE,ES,CATALUÑA,2023-Q1,12.1,Spain
PERCENTAGE,ES,CATALUÑA,2023-Q2,11.9,Spain
PERCENTAGE,ES,CATALUÑA,2023-Q3,11.7,Spain
PERCENTAGE,ES,CATALUÑA,2023-Q4,12.0,Spain
