unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,HU23,DÉL-DUNÁNTÚL,2025-Q2,7.2
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2019-Q4,5.1
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2020-Q1,4.8
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2020-Q2,3.3
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2020-Q3,3.3
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2020-Q4,5.5
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2021-Q1,7.0
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2021-Q2,7.2
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2021-Q3,7.9
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2021-Q4,8.4
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2022-Q1,9.0
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2022-Q2,9.0
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2022-Q3,9.3
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2022-Q4,8.8
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2023-Q1,9.0
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2023-Q2,8.8
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2023-Q3,8.5
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2023-Q4,7.9
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2024-Q1,7.5
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2024-Q2,7.4
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2024-Q3,6.9
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2024-Q4,6.7
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2025-Q1,7.0
PERCENTAGE,HU31,ÉSZAK-MAGYARORSZÁG,2025-Q2,7.0
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2019-Q4,9.4
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2020-Q1,9.9
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2020-Q2,9.0
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2020-Q3,4.9
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2020-Q4,6.9
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2021-Q1,7.7
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2021-Q2,8.3
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2021-Q3,7.6
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2021-Q4,12.5
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2022-Q1,14.6
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2022-Q2,15.1
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2022-Q3,15.4
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2022-Q4,10.8
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2023-Q1,10.1
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2023-Q2,9.6
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2023-Q3,9.4
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2023-Q4,8.9
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2024-Q1,8.5
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2024-Q2,8.4
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2024-Q3,7.8
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2024-Q4,8.0
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2025-Q1,7.9
PERCENTAGE,HU32,ÉSZAK-ALFÖLD,2025-Q2,7.4
PERCENTAGE,HU33,DÉL-ALFÖLD,2019-Q4,3.9
PERCENTAGE,HU33,DÉL-ALFÖLD,2020-Q1,8.4
PERCENTAGE,HU33,DÉL-ALFÖLD,2020-Q2,7.6
PERCENTAGE,HU33,DÉL-ALFÖLD,2020-Q3,6.6
PERCENTAGE,HU33,DÉL-ALFÖLD,2020-Q4,6.9
PERCENTAGE,HU33,DÉL-ALFÖLD,2021-Q1,8.3
PERCENTAGE,HU33,DÉL-ALFÖLD,2021-Q2,9.1
PERCENTAGE,HU33,DÉL-ALFÖLD,2021-Q3,9.0
PERCENTAGE,HU33,DÉL-ALFÖLD,2021-Q4,9.6
PERCENTAGE,HU33,DÉL-ALFÖLD,2022-Q1,9.7
PERCENTAGE,HU33,DÉL-ALFÖLD,2022-Q2,10.3
PERCENTAGE,HU33,DÉL-ALFÖLD,2022-Q3,11.0
PERCENTAGE,HU33,DÉL-ALFÖLD,2022-Q4,11.6
PERCENTAGE,HU33,DÉL-ALFÖLD,2023-Q1,11.4
PERCENTAGE,HU33,DÉL-ALFÖLD,2023-Q2,10.4
PERCENTAGE,HU33,DÉL-ALFÖLD,2023-Q3,9.5
PERCENTAGE,HU33,DÉL-ALFÖLD,2023-Q4,8.8
PERCENTAGE,HU33,DÉL-ALFÖLD,2024-Q1,8.7
PERCENTAGE,HU33,DÉL-ALFÖLD,2024-Q2,9.0
PERCENTAGE,HU33,DÉL-ALFÖLD,2024-Q3,8.8
PERCENTAGE,HU33,DÉL-ALFÖLD,2024-Q4,8.7
PERCENTAGE,HU33,DÉL-ALFÖLD,2025-Q1,7.3
PERCENTAGE,HU33,DÉL-ALFÖLD,2025-Q2,7.1
PERCENTAGE,IE,IRELAND,2019-Q4,18.0
PERCENTAGE,IE,IRELAND,2020-Q1,17.9
PERCENTAGE,IE,IRELAND,2020-Q2,17.6
PERCENTAGE,IE,IRELAND,2020-Q3,16.7
PERCENTAGE,IE,IRELAND,2020-Q4,17.2
PERCENTAGE,IE,IRELAND,2021-Q1,17.6
PERCENTAGE,IE,IRELAND,2021-Q2,17.1
PERCENTAGE,IE,IRELAND,2021-Q3,16.6
PERCENTAGE,IE,IRELAND,2021-Q4,15.6
PERCENTAGE,IE,IRELAND,2022-Q1,14.7
PERCENTAGE,IE,IRELAND,2022-Q2,14.1
PERCENTAGE,IE,IRELAND,2022-Q3,14.1
PERCENTAGE,IE,IRELAND,2022-Q4,13.9
PERCENTAGE,IE,IRELAND,2023-Q1,13.3
PERCENTAGE,IE,IRELAND,2023-Q2,12.7
PERCENTAGE,IE,IRELAND,2023-Q3,12.4
PERCENTAGE,IE,IRELAND,2023-Q4,11.8
PERCENTAGE,IE,IRELAND,2024-Q1,11.6
PERCENTAGE,IE,IRELAND,2024-Q2,11.4
PERCENTAGE,IE,IRELAND,2024-Q3,10.3
PERCENTAGE,IE,IRELAND,2024-Q4,10.1
PERCENTAGE,IE,IRELAND,2025-Q1,9.9
PERCENTAGE,IE,IRELAND,2025-Q2,9.8
PERCENTAGE,IE04,NORTHERN AND WESTERN,2019-Q4,12.2
PERCENTAGE,IE04,NORTHERN AND WESTERN,2020-Q1,13.7
PERCENTAGE,IE04,NORTHERN AND WESTERN,2020-Q2,12.5
PERCENTAGE,IE04,NORTHERN AND WESTERN,2020-Q3,10.6
PERCENTAGE,IE04,NORTHERN AND WESTERN,2020-Q4,13.2
PERCENTAGE,IE04,NORTHERN AND WESTERN,2021-Q1,14.8
PERCENTAGE,IE04,NORTHERN AND WESTERN,2021-Q2,16.9
PERCENTAGE,IE04,NORTHERN AND WESTERN,2021-Q3,16.3
PERCENTAGE,IE04,NORTHERN AND WESTERN,2021-Q4,16.0
PERCENTAGE,IE04,NORTHERN AND WESTERN,2022-Q1,14.8
PERCENTAGE,IE04,NORTHERN AND WESTERN,2022-Q2,11.3
PERCENTAGE,IE04,NORTHERN AND WESTERN,2022-Q3,11.4
PERCENTAGE,IE04,NORTHERN AND WESTERN,2022-Q4,10.0
PERCENTAGE,IE04,NORTHERN AND WESTERN,2023-Q1,9.0
PERCENTAGE,IE04,NORTHERN AND WESTERN,2023-Q2,8.6
PERCENTAGE,IE04,NORTHERN AND WESTERN,2023-Q3,8.1
PERCENTAGE,IE04,NORTHERN AND WESTERN,2023-Q4,8.4
PERCENTAGE,IE04,NORTHERN AND WESTERN,2024-Q1,8.3
PERCENTAGE,IE04,NORTHERN AND WESTERN,2024-Q2,8.7
PERCENTAGE,IE04,NORTHERN AND WESTERN,2024-Q3,8.3
PERCENTAGE,IE04,NORTHERN AND WESTERN,2024-Q4,7.8
PERCENTAGE,IE04,NORTHERN AND WESTERN,2025-Q1,7.9
PERCENTAGE,IE04,NORTHERN AND WESTERN,2025-Q2,8.0
PERCENTAGE,IE05,SOUTHERN,2019-Q4,4.7
PERCENTAGE,IE05,SOUTHERN,2020-Q1,7.7
PERCENTAGE,IE05,SOUTHERN,2020-Q2,10.9
PERCENTAGE,IE05,SOUTHERN,2020-Q3,10.9
PERCENTAGE,IE05,SOUTHERN,2020-Q4,12.9
PERCENTAGE,IE05,SOUTHERN,2021-Q1,15.4
PERCENTAGE,IE05,SOUTHERN,2021-Q2,15.3
PERCENTAGE,IE05,SOUTHERN,2021-Q3,13.8
PERCENTAGE,IE05,SOUTHERN,2021-Q4,12.7
PERCENTAGE,IE05,SOUTHERN,2022-Q1,11.5
PERCENTAGE,IE05,SOUTHERN,2022-Q2,8.8
PERCENTAGE,IE05,SOUTHERN,2022-Q3,8.4
PERCENTAGE,IE05,SOUTHERN,2022-Q4,7.6
PERCENTAGE,IE05,SOUTHERN,2023-Q1,6.4
PERCENTAGE,IE05,SOUTHERN,2023-Q2,5.8
PERCENTAGE,IE05,SOUTHERN,2023-Q3,5.6
PERCENTAGE,IE05,SOUTHERN,2023-Q4,4.7
PERCENTAGE,IE05,SOUTHERN,2024-Q1,4.7
PERCENTAGE,IE05,SOUTHERN,2024-Q2,4.5
PERCENTAGE,IE05,SOUTHERN,2024-Q3,3.5
PERCENTAGE,IE05,SOUTHERN,2024-Q4,3.9
PERCENTAGE,IE05,SOUTHERN,2025-Q1,4.5
PERCENTAGE,IE05,SOUTHERN,2025-Q2,4.1
PERCENTAGE,IE06,EASTERN AND MIDLAND,2019-Q4,20.4
PERCENTAGE,IE06,EASTERN AND MIDLAND,2020-Q1,20.3
PERCENTAGE,IE06,EASTERN AND MIDLAND,2020-Q2,20.2
PERCENTAGE,IE06,EASTERN AND MIDLAND,2020-Q3,19.8
PERCENTAGE,IE06,EASTERN AND MIDLAND,2020-Q4,20.7
PERCENTAGE,IE06,EASTERN AND MIDLAND,2021-Q1,21.3
PERCENTAGE,IE06,EASTERN AND MIDLAND,2021-Q2,20.7
PERCENTAGE,IE06,EASTERN AND MIDLAND,2021-Q3,19.9
PERCENTAGE,IE06,EASTERN AND MIDLAND,2021-Q4,18.3
PERCENTAGE,IE06,EASTERN AND MIDLAND,2022-Q1,17.3
PERCENTAGE,IE06,EASTERN AND MIDLAND,2022-Q2,16.4
PERCENTAGE,IE06,EASTERN AND MIDLAND,2022-Q3,16.5
PERCENTAGE,IE06,EASTERN AND MIDLAND,2022-Q4,16.5
PERCENTAGE,IE06,EASTERN AND MIDLAND,2023-Q1,15.9
PERCENTAGE,IE06,EASTERN AND MIDLAND,2023-Q2,15.2
PERCENTAGE,IE06,EASTERN AND MIDLAND,2023-Q3,14.7
PERCENTAGE,IE06,EASTERN AND MIDLAND,2023-Q4,13.9
PERCENTAGE,IE06,EASTERN AND MIDLAND,2024-Q1,13.7
PERCENTAGE,IE06,EASTERN AND MIDLAND,2024-Q2,13.5
PERCENTAGE,IE06,EASTERN AND MIDLAND,2024-Q3,13.0
PERCENTAGE,IE06,EASTERN AND MIDLAND,2024-Q4,13.0
PERCENTAGE,IE06,EASTERN AND MIDLAND,2025-Q1,12.9
PERCENTAGE,IE06,EASTERN AND MIDLAND,2025-Q2,13.0
PERCENTAGE,IS,ICELAND,2023-Q4,4.6
PERCENTAGE,IS,ICELAND,2024-Q1,5.3
PERCENTAGE,IS,ICELAND,2024-Q2,4.2
PERCENTAGE,IS,ICELAND,2024-Q3,6.1
PERCENTAGE,IS,ICELAND,2024-Q4,11.4
PERCENTAGE,IS,ICELAND,2025-Q1,17.7
PERCENTAGE,IS,ICELAND,2025-Q2,16.8
PERCENTAGE,IS00,ÍSLAND,2023-Q4,4.9
PERCENTAGE,IS00,ÍSLAND,2024-Q1,5.9
PERCENTAGE,IS00,ÍSLAND,2024-Q2,4.4
PERCENTAGE,IS00,ÍSLAND,2024-Q3,5.0
PERCENTAGE,IS00,ÍSLAND,2024-Q4,13.0
PERCENTAGE,IS00,ÍSLAND,2025-Q1,22.3
PERCENTAGE,IS00,ÍSLAND,2025-Q2,18.4
PERCENTAGE,IT,ITALY,2019-Q4,11.5
PERCENTAGE,IT,ITALY,2020-Q1,11.9
PERCENTAGE,IT,ITALY,2020-Q2,12.0
PERCENTAGE,IT,ITALY,2020-Q3,12.0
PERCENTAGE,IT,ITALY,2020-Q4,12.3
PERCENTAGE,IT,ITALY,2021-Q1,12.2
PERCENTAGE,IT,ITALY,2021-Q2,11.5
PERCENTAGE,IT,ITALY,2021-Q3,10.9
PERCENTAGE,IT,ITALY,2021-Q4,9.7
PERCENTAGE,IT,ITALY,2022-Q1,9.0
PERCENTAGE,IT,ITALY,2022-Q2,8.9
PERCENTAGE,IT,ITALY,2022-Q3,8.9
PERCENTAGE,IT,ITALY,2022-Q4,8.8
PERCENTAGE,IT,ITALY,2023-Q1,8.4
PERCENTAGE,IT,ITALY,2023-Q2,8.1
PERCENTAGE,IT,ITALY,2023-Q3,8.0
PERCENTAGE,IT,ITALY,2023-Q4,7.8
PERCENTAGE,IT,ITALY,2024-Q1,7.9
PERCENTAGE,IT,ITALY,2024-Q2,7.8
PERCENTAGE,IT,ITALY,2024-Q3,7.3
PERCENTAGE,IT,ITALY,2024-Q4,7.0
PERCENTAGE,IT,ITALY,2025-Q1,7.1
PERCENTAGE,IT,ITALY,2025-Q2,8.7
PERCENTAGE,ITC1,PIEMONTE,2019-Q4,10.5
PERCENTAGE,ITC1,PIEMONTE,2020-Q1,11.0
PERCENTAGE,ITC1,PIEMONTE,2020-Q2,11.3
PERCENTAGE,ITC1,PIEMONTE,2020-Q3,11.1
PERCENTAGE,ITC1,PIEMONTE,2020-Q4,11.1
PERCENTAGE,ITC1,PIEMONTE,2021-Q1,10.7
PERCENTAGE,ITC1,PIEMONTE,2021-Q2,10.1
PERCENTAGE,ITC1,PIEMONTE,2021-Q3,9.7
PERCENTAGE,ITC1,PIEMONTE,2021-Q4,8.8
PERCENTAGE,ITC1,PIEMONTE,2022-Q1,8.4
PERCENTAGE,ITC1,PIEMONTE,2022-Q2,8.4
PERCENTAGE,ITC1,PIEMONTE,2022-Q3,8.6
PERCENTAGE,ITC1,PIEMONTE,2022-Q4,8.6
PERCENTAGE,ITC1,PIEMONTE,2023-Q1,8.4
PERCENTAGE,ITC1,PIEMONTE,2023-Q2,8.0
PERCENTAGE,ITC1,PIEMONTE,2023-Q3,7.8
PERCENTAGE,ITC1,PIEMONTE,2023-Q4,7.5
PERCENTAGE,ITC1,PIEMONTE,2024-Q1,7.3
PERCENTAGE,ITC1,PIEMONTE,2024-Q2,7.1
PERCENTAGE,ITC1,PIEMONTE,2024-Q3,6.7
PERCENTAGE,ITC1,PIEMONTE,2024-Q4,6.4
PERCENTAGE,ITC1,PIEMONTE,2025-Q1,6.4
PERCENTAGE,ITC1,PIEMONTE,2025-Q2,8.0
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2019-Q4,3.0
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2020-Q2,5.3
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2020-Q3,3.6
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2020-Q4,2.2
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2021-Q1,3.0
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2021-Q2,2.2
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2021-Q3,3.5
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2021-Q4,3.7
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2022-Q1,4.4
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2022-Q2,3.9
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2022-Q3,4.9
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2022-Q4,5.1
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2023-Q1,2.0
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2023-Q2,4.6
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2023-Q3,4.0
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2023-Q4,3.3
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2024-Q1,2.7
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2024-Q2,2.9
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2024-Q3,2.9
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2024-Q4,4.0
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2025-Q1,4.4
PERCENTAGE,ITC2,VALLE D’AOSTA/VALLÉE D’AOSTE,2025-Q2,4.9
PERCENTAGE,ITC3,LIGURIA,2019-Q4,9.2
PERCENTAGE,ITC3,LIGURIA,2020-Q1,9.0
PERCENTAGE,ITC3,LIGURIA,2020-Q2,9.0
PERCENTAGE,ITC3,LIGURIA,2020-Q3,9.0
PERCENTAGE,ITC3,LIGURIA,2020-Q4,9.4
PERCENTAGE,ITC3,LIGURIA,2021-Q1,9.6
PERCENTAGE,ITC3,LIGURIA,2021-Q2,9.4
PERCENTAGE,ITC3,LIGURIA,2021-Q3,9.4
PERCENTAGE,ITC3,LIGURIA,2021-Q4,9.0
PERCENTAGE,ITC3,LIGURIA,2022-Q1,8.2
PERCENTAGE,ITC3,LIGURIA,2022-Q2,7.9
PERCENTAGE,ITC3,LIGURIA,2022-Q3,7.5
PERCENTAGE,ITC3,LIGURIA,2022-Q4,7.6
PERCENTAGE,ITC3,LIGURIA,2023-Q1,7.2
PERCENTAGE,ITC3,LIGURIA,2023-Q2,7.1
PERCENTAGE,ITC3,LIGURIA,2023-Q3,7.2
PERCENTAGE,ITC3,LIGURIA,2023-Q4,7.2
PERCENTAGE,ITC3,LIGURIA,2024-Q1,7.8
PERCENTAGE,ITC3,LIGURIA,2024-Q2,8.0
PERCENTAGE,ITC3,LIGURIA,2024-Q3,7.4
PERCENTAGE,ITC3,LIGURIA,2024-Q4,7.2
PERCENTAGE,ITC3,LIGURIA,2025-Q1,7.3
PERCENTAGE,ITC3,LIGURIA,2025-Q2,9.5
PERCENTAGE,ITC4,LOMBARDIA,2019-Q4,13.7
PERCENTAGE,ITC4,LOMBARDIA,2020-Q1,14.1
PERCENTAGE,ITC4,LOMBARDIA,2020-Q2,14.3
PERCENTAGE,ITC4,LOMBARDIA,2020-Q3,14.3
PERCENTAGE,ITC4,LOMBARDIA,2020-Q4,14.6
PERCENTAGE,ITC4,LOMBARDIA,2021-Q1,14.4
PERCENTAGE,ITC4,LOMBARDIA,2021-Q2,13.5
PERCENTAGE,ITC4,LOMBARDIA,2021-Q3,12.8
PERCENTAGE,ITC4,LOMBARDIA,2021-Q4,11.2
PERCENTAGE,ITC4,LOMBARDIA,2022-Q1,10.6
PERCENTAGE,ITC4,LOMBARDIA,2022-Q2,10.3
PERCENTAGE,ITC4,LOMBARDIA,2022-Q3,10.4
PERCENTAGE,ITC4,LOMBARDIA,2022-Q4,10.2
PERCENTAGE,ITC4,LOMBARDIA,2023-Q1,9.5
PERCENTAGE,ITC4,LOMBARDIA,2023-Q2,9.2
PERCENTAGE,ITC4,LOMBARDIA,2023-Q3,8.9
PERCENTAGE,ITC4,LOMBARDIA,2023-Q4,8.6
PERCENTAGE,ITC4,LOMBARDIA,2024-Q1,8.6
PERCENTAGE,ITC4,LOMBARDIA,2024-Q2,8.4
PERCENTAGE,ITC4,LOMBARDIA,2024-Q3,7.9
PERCENTAGE,ITC4,LOMBARDIA,2024-Q4,7.7
PERCENTAGE,ITC4,LOMBARDIA,2025-Q1,7.8
PERCENTAGE,ITC4,LOMBARDIA,2025-Q2,9.1
PERCENTAGE,ITF1,ABRUZZO,2019-Q4,7.6
PERCENTAGE,ITF1,ABRUZZO,2020-Q1,7.1
PERCENTAGE,ITF1,ABRUZZO,2020-Q2,7.7
PERCENTAGE,ITF1,ABRUZZO,2020-Q3,7.9
PERCENTAGE,ITF1,ABRUZZO,2020-Q4,7.7
PERCENTAGE,ITF1,ABRUZZO,2021-Q1,8.5
PERCENTAGE,ITF1,ABRUZZO,2021-Q2,7.8
PERCENTAGE,ITF1,ABRUZZO,2021-Q3,7.4
PERCENTAGE,ITF1,ABRUZZO,2021-Q4,6.6
PERCENTAGE,ITF1,ABRUZZO,2022-Q1,6.1
PERCENTAGE,ITF1,ABRUZZO,2022-Q2,5.9
PERCENTAGE,ITF1,ABRUZZO,2022-Q3,6.0
PERCENTAGE,ITF1,ABRUZZO,2022-Q4,6.2
PERCENTAGE,ITF1,ABRUZZO,2023-Q1,6.2
PERCENTAGE,ITF1,ABRUZZO,2023-Q2,6.1
PERCENTAGE,ITF1,ABRUZZO,2023-Q3,5.7
PERCENTAGE,ITF1,ABRUZZO,2023-Q4,5.3
PERCENTAGE,ITF1,ABRUZZO,2024-Q1,5.4
PERCENTAGE,ITF1,ABRUZZO,2024-Q2,5.4
PERCENTAGE,ITF1,ABRUZZO,2024-Q3,5.4
PERCENTAGE,ITF1,ABRUZZO,2024-Q4,5.8
PERCENTAGE,ITF1,ABRUZZO,2025-Q1,5.8
PERCENTAGE,ITF1,ABRUZZO,2025-Q2,8.9
PERCENTAGE,ITF2,MOLISE,2019-Q4,1.4
PERCENTAGE,ITF2,MOLISE,2020-Q1,5.6
PERCENTAGE,ITF2,MOLISE,2020-Q2,3.7
PERCENTAGE,ITF2,MOLISE,2020-Q3,5.7
PERCENTAGE,ITF2,MOLISE,2020-Q4,7.7
PERCENTAGE,ITF2,MOLISE,2021-Q1,8.7
PERCENTAGE,ITF2,MOLISE,2021-Q2,3.4
PERCENTAGE,ITF2,MOLISE,2021-Q3,4.5
PERCENTAGE,ITF2,MOLISE,2021-Q4,6.4
PERCENTAGE,ITF2,MOLISE,2022-Q1,5.8
PERCENTAGE,ITF2,MOLISE,2022-Q2,7.3
PERCENTAGE,ITF2,MOLISE,2022-Q3,6.2
PERCENTAGE,ITF2,MOLISE,2022-Q4,5.7
PERCENTAGE,ITF2,MOLISE,2023-Q1,3.7
PERCENTAGE,ITF2,MOLISE,2023-Q2,6.4
PERCENTAGE,ITF2,MOLISE,2023-Q3,5.1
PERCENTAGE,ITF2,MOLISE,2023-Q4,5.9
PERCENTAGE,ITF2,MOLISE,2024-Q1,6.9
PERCENTAGE,ITF2,MOLISE,2024-Q2,7.4
PERCENTAGE,ITF2,MOLISE,2024-Q3,6.4
PERCENTAGE,ITF2,MOLISE,2024-Q4,7.1
PERCENTAGE,ITF2,MOLISE,2025-Q1,8.8
PERCENTAGE,ITF2,MOLISE,2025-Q2,9.1
PERCENTAGE,ITF3,CAMPANIA,2019-Q4,11.8
PERCENTAGE,ITF3,CAMPANIA,2020-Q1,11.6
PERCENTAGE,ITF3,CAMPANIA,2020-Q2,12.2
PERCENTAGE,ITF3,CAMPANIA,2020-Q3,12.6
PERCENTAGE,ITF3,CAMPANIA,2020-Q4,13.2
PERCENTAGE,ITF3,CAMPANIA,2021-Q1,14.1
PERCENTAGE,ITF3,CAMPANIA,2021-Q2,13.3
PERCENTAGE,ITF3,CAMPANIA,2021-Q3,12.9
PERCENTAGE,ITF3,CAMPANIA,2021-Q4,12.2
PERCENTAGE,ITF3,CAMPANIA,2022-Q1,11.1
PERCENTAGE,ITF3,CAMPANIA,2022-Q2,10.5
PERCENTAGE,ITF3,CAMPANIA,2022-Q3,10.7
PERCENTAGE,ITF3,CAMPANIA,2022-Q4,10.3
PERCENTAGE,ITF3,CAMPANIA,2023-Q1,9.7
PERCENTAGE,ITF3,CAMPANIA,2023-Q2,9.6
PERCENTAGE,ITF3,CAMPANIA,2023-Q3,9.4
PERCENTAGE,ITF3,CAMPANIA,2023-Q4,8.6
PERCENTAGE,ITF3,CAMPANIA,2024-Q1,10.1
PERCENTAGE,ITF3,CAMPANIA,2024-Q2,9.7
PERCENTAGE,ITF3,CAMPANIA,2024-Q3,9.2
PERCENTAGE,ITF3,CAMPANIA,2024-Q4,8.7
PERCENTAGE,ITF3,CAMPANIA,2025-Q1,9.4
PERCENTAGE,ITF3,CAMPANIA,2025-Q2,10.7
PERCENTAGE,ITF4,PUGLIA,2019-Q4,8.7
PERCENTAGE,ITF4,PUGLIA,2020-Q1,9.1
PERCENTAGE,ITF4,PUGLIA,2020-Q2,9.4
PERCENTAGE,ITF4,PUGLIA,2020-Q3,10.1
PERCENTAGE,ITF4,PUGLIA,2020-Q4,10.6
PERCENTAGE,ITF4,PUGLIA,2021-Q1,11.1
PERCENTAGE,ITF4,PUGLIA,2021-Q2,10.6
PERCENTAGE,ITF4,PUGLIA,2021-Q3,10.1
PERCENTAGE,ITF4,PUGLIA,2021-Q4,9.5
PERCENTAGE,ITF4,PUGLIA,2022-Q1,8.9
PERCENTAGE,ITF4,PUGLIA,2022-Q2,9.0
PERCENTAGE,ITF4,PUGLIA,2022-Q3,9.1
PERCENTAGE,ITF4,PUGLIA,2022-Q4,9.3
PERCENTAGE,ITF4,PUGLIA,2023-Q1,9.2
PERCENTAGE,ITF4,PUGLIA,2023-Q2,9.1
PERCENTAGE,ITF4,PUGLIA,2023-Q3,9.1
PERCENTAGE,ITF4,PUGLIA,2023-Q4,8.9
PERCENTAGE,ITF4,PUGLIA,2024-Q1,8.9
PERCENTAGE,ITF4,PUGLIA,2024-Q2,9.0
PERCENTAGE,ITF4,PUGLIA,2024-Q3,8.5
PERCENTAGE,ITF4,PUGLIA,2024-Q4,8.1
PERCENTAGE,ITF4,PUGLIA,2025-Q1,9.0
PERCENTAGE,ITF4,PUGLIA,2025-Q2,10.8
PERCENTAGE,ITF5,BASILICATA,2019-Q4,3.4
PERCENTAGE,ITF5,BASILICATA,2020-Q1,6.6
PERCENTAGE,ITF5,BASILICATA,2020-Q2,6.1
PERCENTAGE,ITF5,BASILICATA,2020-Q3,6.2
PERCENTAGE,ITF5,BASILICATA,2020-Q4,6.4
PERCENTAGE,ITF5,BASILICATA,2021-Q1,6.6
PERCENTAGE,ITF5,BASILICATA,2021-Q2,6.8
PERCENTAGE,ITF5,BASILICATA,2021-Q3,6.6
PERCENTAGE,ITF5,BASILICATA,2021-Q4,6.3
PERCENTAGE,ITF5,BASILICATA,2022-Q1,7.3
PERCENTAGE,ITF5,BASILICATA,2022-Q2,9.3
PERCENTAGE,ITF5,BASILICATA,2022-Q3,9.1
PERCENTAGE,ITF5,BASILICATA,2022-Q4,9.3
PERCENTAGE,ITF5,BASILICATA,2023-Q1,8.6
PERCENTAGE,ITF5,BASILICATA,2023-Q2,8.7
PERCENTAGE,ITF5,BASILICATA,2023-Q3,8.2
PERCENTAGE,ITF5,BASILICATA,2023-Q4,7.4
