job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_type,role_category,salary_band,international_job
Data Engineer,FT,SE,96100,USD,United States,96100,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Science Engineer,FT,SE,140000,USD,United States,140000,United States,M,2023,Unknown,Data Scientist,High,False
Data Science Engineer,FT,SE,100000,USD,United States,100000,United States,M,2023,Unknown,Data Scientist,Medium,False
Cloud Database Engineer,FT,SE,140000,USD,United States,140000,United States,M,2023,Unknown,Data Engineer,High,False
Cloud Database Engineer,FT,SE,115000,USD,United States,115000,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Science Manager,FT,SE,297300,USD,United States,297300,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Science Manager,FT,SE,198200,USD,United States,198200,United States,M,2023,Unknown,Data Scientist,Very High,False
Machine Learning Engineer,FT,MI,219000,USD,United States,219000,United States,L,2023,Unknown,ML / AI Engineer,Very High,False
Applied Scientist,FT,SE,126100,USD,United States,126100,United States,L,2023,Unknown,Data Scientist,Medium,False
Applied Scientist,FT,SE,72000,USD,United States,72000,United States,L,2023,Unknown,Data Scientist,Low,False
Data Analyst,FT,SE,240500,USD,United States,240500,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Analyst,FT,SE,137500,USD,United States,137500,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Scientist,FT,MI,187500,USD,United States,187500,United States,M,2023,Unknown,Data Scientist,Very High,False
Machine Learning Research Engineer,FT,MI,60000,GBP,United Kingdom,73824,United Kingdom,L,2023,Unknown,Research,Low,False
Data Analyst,PT,EN,24000,EUR,United States,25216,Spain,L,2022,Unknown,Data Analyst / BI,Low,True
Research Scientist,FT,SE,165750,USD,United States,165750,United States,M,2023,Unknown,Research,High,False
Machine Learning Scientist,FT,SE,225000,USD,United States,225000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Scientist,FT,SE,165750,USD,United States,165750,United States,M,2023,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,MI,89700,GBP,United Kingdom,110367,United Kingdom,M,2023,Unknown,ML / AI Engineer,Medium,False
Machine Learning Engineer,FT,MI,55250,GBP,United Kingdom,67979,United Kingdom,M,2023,Unknown,ML / AI Engineer,Low,False
NLP Engineer,FT,SE,275000,USD,United States,275000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
NLP Engineer,FT,SE,175000,USD,United States,175000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Engineer,FT,SE,175308,USD,United States,175308,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,100706,USD,United States,100706,United States,M,2023,Unknown,Data Engineer,Medium,False
NLP Engineer,FT,SE,235000,USD,United States,235000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
NLP Engineer,FT,SE,135000,USD,United States,135000,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
ML Engineer,FT,SE,289076,USD,United States,289076,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,202353,USD,United States,202353,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Engineer,FT,SE,65000,EUR,Portugal,70179,Portugal,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,SE,35000,EUR,Portugal,37788,Portugal,M,2023,Unknown,Data Engineer,Low,False
Research Engineer,FT,MI,100000,USD,United States,100000,United States,M,2023,Unknown,Research,Medium,False
Data Scientist,FT,SE,4000000,INR,India,54094,India,L,2021,Unknown,Data Scientist,Low,False
Business Data Analyst,FT,MI,1440000,INR,India,18314,India,L,2022,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,231250,USD,United States,231250,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,138750,USD,United States,138750,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,199000,USD,United States,199000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Scientist,FT,EN,100000,USD,United States,100000,United States,M,2022,Unknown,Data Scientist,Medium,False
Deep Learning Engineer,FT,EN,120000,USD,United States,120000,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
Research Engineer,FT,SE,150000,USD,United States,150000,United States,M,2023,Unknown,Research,High,False
Data Analytics Manager,FT,SE,133000,USD,Netherlands,133000,Netherlands,L,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,SE,272550,USD,United States,272550,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Engineer,FT,SE,187500,USD,United States,187500,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Analyst,FT,SE,64000,USD,United States,64000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Computer Vision Engineer,FT,SE,235000,USD,United States,235000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Computer Vision Engineer,FT,SE,185000,USD,United States,185000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Scientist,FT,SE,143100,USD,Canada,143100,Canada,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,113000,USD,Canada,113000,Canada,M,2023,Unknown,Data Scientist,Medium,False
Applied Scientist,FT,SE,142000,USD,United States,142000,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,180560,USD,United States,180560,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,115440,USD,United States,115440,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,110000,USD,Canada,110000,Canada,M,2023,Unknown,Data Scientist,Medium,False
Machine Learning Engineer,FT,MI,62000,GBP,United Kingdom,76284,United Kingdom,M,2023,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,MI,52000,GBP,United Kingdom,63980,United Kingdom,M,2023,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,MI,48000,GBP,United Kingdom,59059,United Kingdom,M,2023,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,MI,38000,GBP,United Kingdom,46755,United Kingdom,M,2023,Unknown,ML / AI Engineer,Low,False
Data Architect,FT,SE,110000,USD,United States,110000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Medium,False
Data Scientist,FT,EN,130000,USD,United States,130000,United States,M,2022,Unknown,Data Scientist,Medium,False
Manager Data Management,FT,SE,125000,USD,United States,125000,United States,L,2022,Unknown,Management,Medium,False
Data Engineer,FT,SE,175000,USD,United States,175000,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,155000,USD,United States,155000,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,153600,USD,United States,153600,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,106800,USD,United States,106800,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Scientist,FT,SE,150000,USD,United States,150000,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,140000,USD,United States,140000,United States,M,2022,Unknown,Data Scientist,High,False
Data Science Consultant,FT,SE,122000,USD,United States,122000,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Science Consultant,FT,SE,94500,USD,United States,94500,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Engineer,FT,SE,170000,USD,United States,170000,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,130000,USD,United States,130000,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Science Consultant,FT,SE,145000,USD,United States,145000,United States,M,2022,Unknown,Data Scientist,High,False
Data Science Consultant,FT,SE,128000,USD,United States,128000,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Engineer,FT,SE,145000,USD,United States,145000,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,100000,USD,United States,100000,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,120000,USD,United States,120000,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,115000,USD,United States,115000,United States,M,2022,Unknown,Data Engineer,Medium,False
Applied Machine Learning Scientist,FT,SE,150000,USD,United States,150000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Data Analyst,FT,MI,150000,USD,United States,150000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,MI,100000,USD,United States,100000,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,MI,127500,USD,United States,127500,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,126500,USD,United States,126500,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,51000,USD,United States,51000,United States,M,2022,Unknown,Data Scientist,Low,False
Data Engineer,FT,MI,260000,USD,United States,260000,United States,M,2022,Unknown,Data Engineer,Very High,False
Applied Data Scientist,FT,EN,40000,USD,PK,40000,Australia,M,2022,Unknown,Data Scientist,Low,True
AI Programmer,FT,EN,40000,USD,Australia,40000,PK,M,2022,Unknown,ML / AI Engineer,Low,True
Data Engineer,FT,SE,250000,USD,United States,250000,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,63000,USD,United States,63000,United States,M,2022,Unknown,Data Engineer,Low,False
Machine Learning Engineer,FT,SE,210000,USD,United States,210000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,160000,USD,United States,160000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Data Scientist,FT,SE,272550,USD,United States,272550,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,198200,USD,United States,198200,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Scientist,FT,MI,90000,EUR,FR,94560,FR,M,2022,Unknown,Data Scientist,Medium,False
Data Scientist,FT,MI,50000,EUR,FR,52533,FR,M,2022,Unknown,Data Scientist,Low,False
Data Scientist,FT,SE,220000,USD,United States,220000,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,146000,USD,United States,146000,United States,M,2022,Unknown,Data Scientist,High,False
Machine Learning Software Engineer,FT,SE,248400,USD,Canada,248400,Canada,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Software Engineer,FT,SE,183600,USD,Canada,183600,Canada,M,2022,Unknown,ML / AI Engineer,High,False
Data Engineer,FT,MI,150000,USD,United States,150000,United States,M,2022,Unknown,Data Engineer,High,False
Machine Learning Developer,FT,EN,40000,USD,Australia,40000,PK,M,2022,Unknown,ML / AI Engineer,Low,True
Lead Data Scientist,FT,SE,4460000,INR,India,56723,India,L,2022,Unknown,Data Scientist,Low,False
Data Engineer,FT,MI,95000,USD,United States,95000,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,EN,160000,USD,United States,160000,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,EN,135000,USD,United States,135000,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Science Consultant,FT,EN,23000,EUR,Italy,24165,Italy,M,2022,Unknown,Data Scientist,Low,False
Data Engineer,FT,SE,216000,USD,United States,216000,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,144000,USD,United States,144000,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,EN,85000,USD,United States,85000,United States,M,2022,Unknown,Data Engineer,Low,False
Data Engineer,FT,EN,65000,USD,United States,65000,United States,M,2022,Unknown,Data Engineer,Low,False
Data Analyst,FT,SE,149000,USD,United States,149000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,119000,USD,United States,119000,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,SE,120000,USD,United States,120000,United States,M,2022,Unknown,Data Scientist,Medium,False
Machine Learning Engineer,FT,SE,246000,USD,United States,246000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,201000,USD,United States,201000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Data Scientist,FT,SE,190000,USD,United States,190000,United States,M,2022,Unknown,Data Scientist,Very High,False
ML Engineer,FT,SE,235000,USD,United States,235000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,185000,USD,United States,185000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Cloud Database Engineer,FT,SE,190000,USD,United States,190000,United States,M,2022,Unknown,Data Engineer,Very High,False
Cloud Database Engineer,FT,SE,160000,USD,United States,160000,United States,M,2022,Unknown,Data Engineer,High,False
Product Data Analyst,FT,EN,100000,USD,United States,100000,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,MI,75000,GBP,United Kingdom,92350,United Kingdom,M,2022,Unknown,Data Scientist,Medium,False
Data Scientist,FT,MI,55000,GBP,United Kingdom,67723,United Kingdom,M,2022,Unknown,Data Scientist,Low,False
Data Engineer,FT,MI,105000,USD,United States,105000,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,MI,70000,USD,United States,70000,United States,M,2022,Unknown,Data Engineer,Low,False
Machine Learning Engineer,FT,SE,204500,USD,United States,204500,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,142200,USD,United States,142200,United States,M,2022,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,SE,192000,USD,United States,192000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,164000,USD,United States,164000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Data Engineer,FT,SE,185900,USD,United States,185900,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,129300,USD,United States,129300,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,75000,USD,United States,75000,United States,M,2022,Unknown,Data Engineer,Low,False
Data Science Manager,FT,SE,175000,USD,United States,175000,United States,M,2022,Unknown,Data Scientist,High,False
Data Science Manager,FT,SE,120000,USD,United States,120000,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Engineer,FT,SE,167500,USD,United States,167500,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,106500,USD,United States,106500,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Analyst,FT,MI,75000,USD,United States,75000,United States,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,60000,USD,United States,60000,United States,M,2022,Unknown,Data Analyst / BI,Low,False
Applied Scientist,FT,SE,184000,USD,United States,184000,United States,M,2022,Unknown,Data Scientist,High,False
Applied Scientist,FT,SE,142000,USD,United States,142000,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,MI,145000,USD,United States,145000,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,MI,2500000,INR,United States,31795,India,M,2022,Unknown,Data Scientist,Low,True
NLP Engineer,FT,MI,198000,PLN,Poland,44365,Poland,S,2022,Unknown,ML / AI Engineer,Low,False
Data Engineer,FT,Executive,200000,USD,United States,200000,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,MI,75000,GBP,United Kingdom,92350,United Kingdom,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,MI,60000,GBP,United Kingdom,73880,United Kingdom,M,2022,Unknown,Data Engineer,Low,False
Applied Scientist,FT,SE,192000,USD,United States,192000,United States,M,2022,Unknown,Data Scientist,Very High,False
Applied Scientist,FT,SE,164000,USD,United States,164000,United States,M,2022,Unknown,Data Scientist,High,False
Data Engineer,FT,Executive,310000,USD,United States,310000,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,Executive,239000,USD,United States,239000,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Analyst,FT,SE,120000,USD,United States,120000,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,95000,USD,United States,95000,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Machine Learning Engineer,FT,SE,145000,USD,United States,145000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,SE,135000,USD,United States,135000,United States,M,2022,Unknown,ML / AI Engineer,Medium,False
Data Engineer,FT,SE,78000,USD,United States,78000,United States,M,2022,Unknown,Data Engineer,Low,False
