size_emp,size_classes_in_number_of_persons_employed,sector,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,sector_group
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CY,CYPRUS,2018,23.54,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CY,CYPRUS,2019,23.62,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CZ,CZECHIA,2012,30.08,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CZ,CZECHIA,2014,20.87,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CZ,CZECHIA,2015,19.66,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CZ,CZECHIA,2016,19.75,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CZ,CZECHIA,2017,20.92,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CZ,CZECHIA,2018,19.8,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,CZ,CZECHIA,2019,20.94,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DE,GERMANY,2012,21.82,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DE,GERMANY,2014,22.58,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DE,GERMANY,2015,21.63,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DE,GERMANY,2016,22.56,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DE,GERMANY,2017,19.36,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DE,GERMANY,2018,20.25,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DE,GERMANY,2019,19.22,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DK,DENMARK,2012,26.99,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DK,DENMARK,2014,26.97,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DK,DENMARK,2015,24.57,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DK,DENMARK,2016,25.5,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DK,DENMARK,2017,24.48,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DK,DENMARK,2018,27.81,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,DK,DENMARK,2019,29.56,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EA,"EURO AREA (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012,20.93,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EA,"EURO AREA (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,20.46,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EA,"EURO AREA (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,21.01,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EA,"EURO AREA (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,21.17,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EA,"EURO AREA (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,19.83,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EA,"EURO AREA (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,19.61,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EA,"EURO AREA (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,19.18,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EE,ESTONIA,2012,18.23,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EE,ESTONIA,2014,15.84,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EE,ESTONIA,2015,15.01,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EE,ESTONIA,2016,15.3,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EE,ESTONIA,2017,15.56,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EE,ESTONIA,2018,13.45,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EE,ESTONIA,2019,14.92,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EL,GREECE,2012,37.21,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EL,GREECE,2014,27.01,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EL,GREECE,2015,29.77,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EL,GREECE,2016,33.38,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EL,GREECE,2017,23.09,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EL,GREECE,2018,25.31,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EL,GREECE,2019,25.32,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,ES,SPAIN,2012,22.94,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,ES,SPAIN,2014,24.83,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,ES,SPAIN,2015,25.58,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,ES,SPAIN,2016,25.47,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,ES,SPAIN,2017,21.1,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,ES,SPAIN,2018,18.23,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,ES,SPAIN,2019,16.88,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU15,EUROPEAN UNION - 15 COUNTRIES (1995-2004),2012,22.52,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU15,EUROPEAN UNION - 15 COUNTRIES (1995-2004),2014,21.31,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU15,EUROPEAN UNION - 15 COUNTRIES (1995-2004),2015,21.43,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU15,EUROPEAN UNION - 15 COUNTRIES (1995-2004),2016,21.75,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU15,EUROPEAN UNION - 15 COUNTRIES (1995-2004),2017,20.51,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU15,EUROPEAN UNION - 15 COUNTRIES (1995-2004),2018,20.73,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2007,EUROPEAN UNION - 27 COUNTRIES (2007-2013),2012,21.82,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2007,EUROPEAN UNION - 27 COUNTRIES (2007-2013),2014,20.43,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2007,EUROPEAN UNION - 27 COUNTRIES (2007-2013),2015,20.64,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2007,EUROPEAN UNION - 27 COUNTRIES (2007-2013),2016,20.94,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2007,EUROPEAN UNION - 27 COUNTRIES (2007-2013),2017,19.87,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2007,EUROPEAN UNION - 27 COUNTRIES (2007-2013),2018,20.09,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,20.55,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,19.74,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,20.31,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,20.4,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,19.37,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,19.29,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,19.71,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU28,EUROPEAN UNION - 28 COUNTRIES (2013-2020),2012,21.82,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU28,EUROPEAN UNION - 28 COUNTRIES (2013-2020),2014,20.43,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU28,EUROPEAN UNION - 28 COUNTRIES (2013-2020),2015,20.66,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU28,EUROPEAN UNION - 28 COUNTRIES (2013-2020),2016,20.92,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU28,EUROPEAN UNION - 28 COUNTRIES (2013-2020),2017,19.88,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU28,EUROPEAN UNION - 28 COUNTRIES (2013-2020),2018,20.1,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,EU28,EUROPEAN UNION - 28 COUNTRIES (2013-2020),2019,20.78,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,FI,FINLAND,2012,32.93,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,FI,FINLAND,2014,28.47,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,FI,FINLAND,2015,24.97,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,FI,FINLAND,2016,24.35,FINANCE
GE10,10 PERSONS EMPLOYED OR MORE,"ALL ACTIVITIES (EXCEPT AGRICULTURE, FORESTRY AND FISHING, AND MINING AND QUARRYING), WITHOUT FINANCIAL SECTOR",PERCENTAGE OF THE ENTERPRISES WHICH USE A COMPUTER,FI,FINLAND,2017,25.96,FINANCE
